LotID,Manufacturer,Type,Name,Production Date,Expiration Date
971P72P,MODERNA,mRNA,mRNA-1273,2021-03-11,2021-09-04
809C57I,MODERNA,mRNA,mRNA-1273,2021-09-30,2022-03-03
5795294,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-03,2021-08-09
7801786,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-08-28,2022-02-22
820Q94A,MODERNA,mRNA,mRNA-1273,2021-01-19,2021-06-30
6767671,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-02-24,2021-08-10
2485801,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-04-10,2021-10-03
XT4801,PFIZER,mRNA,COMIRNATY,2020-12-17,2021-06-08
XPX4205,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-07,2021-09-26
9124126,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-02-02,2021-07-25
ZK1682,PFIZER,mRNA,COMIRNATY,2020-11-14,2021-04-15
ET5684,PFIZER,mRNA,COMIRNATY,2021-01-25,2021-06-22
191F42D,MODERNA,mRNA,mRNA-1273,2021-03-21,2021-08-25
FD3487,PFIZER,mRNA,COMIRNATY,2021-07-04,2021-12-08
2400262,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-12-16,2021-05-25
2600444,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-07,2021-07-24
BKN3275,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-02,2022-02-03
DV1592,PFIZER,mRNA,COMIRNATY,2020-12-11,2021-05-07
IOM1334,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-06-22,2021-11-06
UL5802,PFIZER,mRNA,COMIRNATY,2021-08-18,2022-02-03
682T39U,MODERNA,mRNA,mRNA-1273,2021-07-23,2021-12-27
323R22J,MODERNA,mRNA,mRNA-1273,2021-06-05,2021-10-19
WQ2725,PFIZER,mRNA,COMIRNATY,2020-12-02,2021-04-26
ZA9214,PFIZER,mRNA,COMIRNATY,2021-05-14,2021-10-31
239F59A,MODERNA,mRNA,mRNA-1273,2021-07-14,2021-12-26
9370515,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-06-21,2021-11-17
6515563,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-10,2022-02-27
697O58J,MODERNA,mRNA,mRNA-1273,2021-07-12,2021-12-24
5118201,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-12,2021-08-28
VOC2559,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-08-15,2022-01-15
742Q63O,MODERNA,mRNA,mRNA-1273,2020-12-27,2021-06-17
833D71C,MODERNA,mRNA,mRNA-1273,2021-03-25,2021-09-02
425Z25Y,MODERNA,mRNA,mRNA-1273,2021-06-01,2021-10-17
ZH2031,PFIZER,mRNA,COMIRNATY,2021-02-16,2021-07-24
FEN9727,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-03-10,2021-07-25
ON6573,PFIZER,mRNA,COMIRNATY,2021-08-03,2021-12-29
PAI8575,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-12-11,2021-05-20
6810819,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-04-23,2021-09-10
BW8322,PFIZER,mRNA,COMIRNATY,2021-09-28,2022-03-07
IOG2690,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-06-14,2021-11-14
NHZ2305,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-13,2021-11-05
IRR3095,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-26,2021-07-02
FV4619,PFIZER,mRNA,COMIRNATY,2021-03-13,2021-09-01
TFW2740,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-15,2021-10-15
IV2177,PFIZER,mRNA,COMIRNATY,2021-07-13,2021-11-30
6504685,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-10,2022-02-28
BZH8443,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-15,2021-10-21
UW8406,PFIZER,mRNA,COMIRNATY,2021-06-21,2021-11-23
XMI6552,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-31,2021-07-15
778G75F,MODERNA,mRNA,mRNA-1273,2021-09-01,2022-02-11
440M35N,MODERNA,mRNA,mRNA-1273,2020-12-16,2021-05-17
SEL6069,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-16,2022-02-28
962T39P,MODERNA,mRNA,mRNA-1273,2021-01-05,2021-06-28
UK8926,PFIZER,mRNA,COMIRNATY,2021-02-25,2021-07-23
467N49X,MODERNA,mRNA,mRNA-1273,2021-08-08,2022-01-26
TKL9705,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-25,2022-03-08
8136138,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-11-02,2021-03-19
2287377,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-18,2022-03-06
QW7159,PFIZER,mRNA,COMIRNATY,2021-01-12,2021-06-25
BSV9177,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-22,2021-11-15
680V76Q,MODERNA,mRNA,mRNA-1273,2021-04-20,2021-10-12
IZX2275,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-21,2021-06-19
7033609,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-02-12,2021-08-02
PSF9926,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-14,2021-10-19
1102309,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-12,2021-07-04
952L93I,MODERNA,mRNA,mRNA-1273,2021-01-04,2021-06-11
JGO4148,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-02,2021-06-08
RDF2071,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-06-14,2021-11-10
YQ4619,PFIZER,mRNA,COMIRNATY,2020-12-09,2021-04-27
XS5122,PFIZER,mRNA,COMIRNATY,2020-11-05,2021-04-03
JW3554,PFIZER,mRNA,COMIRNATY,2021-09-21,2022-02-28
MY5917,PFIZER,mRNA,COMIRNATY,2020-12-06,2021-05-20
915Z92P,MODERNA,mRNA,mRNA-1273,2021-03-31,2021-09-12
JOY7930,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-25,2022-02-12
9475243,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-08-31,2022-02-14
1131083,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-11-20,2021-04-09
TJ1287,PFIZER,mRNA,COMIRNATY,2021-08-25,2022-01-18
LGA8931,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-10,2021-11-28
OX8720,PFIZER,mRNA,COMIRNATY,2021-05-23,2021-11-18
491S15Z,MODERNA,mRNA,mRNA-1273,2021-07-29,2022-01-11
ET6969,PFIZER,mRNA,COMIRNATY,2021-05-19,2021-10-11
6331799,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-07-05,2021-12-15
1149575,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-12-11,2021-04-27
382B16R,MODERNA,mRNA,mRNA-1273,2020-12-17,2021-05-15
ZYI8432,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-08-14,2022-02-01
339K12P,MODERNA,mRNA,mRNA-1273,2021-05-22,2021-11-10
EZS2221,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-12-05,2021-05-29
KB2785,PFIZER,mRNA,COMIRNATY,2021-04-28,2021-10-01
5272801,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-11-12,2021-05-11
WK3394,PFIZER,mRNA,COMIRNATY,2021-08-30,2022-02-03
4493027,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-07-05,2021-12-23
4576689,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-12-22,2021-06-08
8997889,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-02-18,2021-07-11
321G24U,MODERNA,mRNA,mRNA-1273,2021-08-26,2022-02-09
974Z70R,MODERNA,mRNA,mRNA-1273,2021-02-06,2021-07-15
TX8768,PFIZER,mRNA,COMIRNATY,2020-12-05,2021-04-22
UR5917,PFIZER,mRNA,COMIRNATY,2021-03-26,2021-08-10
174G85J,MODERNA,mRNA,mRNA-1273,2021-04-06,2021-09-17
RW9224,PFIZER,mRNA,COMIRNATY,2021-03-20,2021-08-13
4506204,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-10,2021-06-16
BUS4327,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-02-16,2021-07-24
4739386,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-04-16,2021-09-16
OZ5169,PFIZER,mRNA,COMIRNATY,2021-02-03,2021-07-11
EU3262,PFIZER,mRNA,COMIRNATY,2021-02-16,2021-07-09
288Z36I,MODERNA,mRNA,mRNA-1273,2021-09-29,2022-03-27
NHW9661,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-11-15,2021-04-04
GP3305,PFIZER,mRNA,COMIRNATY,2021-07-17,2021-12-28
EWZ6248,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-10,2021-10-06
1539373,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-02-09,2021-08-06
582I80R,MODERNA,mRNA,mRNA-1273,2021-02-16,2021-07-21
3257537,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-05-13,2021-10-19
WB4499,PFIZER,mRNA,COMIRNATY,2021-03-10,2021-07-27
1650110,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-24,2021-07-01
JBV7036,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-05,2021-06-17
351G60C,MODERNA,mRNA,mRNA-1273,2021-05-24,2021-10-25
DW1193,PFIZER,mRNA,COMIRNATY,2021-07-06,2022-01-02
CGN7874,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-10,2021-09-30
172H39I,MODERNA,mRNA,mRNA-1273,2021-01-10,2021-05-28
WO3644,PFIZER,mRNA,COMIRNATY,2021-09-13,2022-02-08
915S86O,MODERNA,mRNA,mRNA-1273,2021-02-19,2021-08-18
600U33Q,MODERNA,mRNA,mRNA-1273,2021-03-26,2021-09-12
705F75T,MODERNA,mRNA,mRNA-1273,2021-05-29,2021-11-25
467O41V,MODERNA,mRNA,mRNA-1273,2021-04-18,2021-09-08
824U25U,MODERNA,mRNA,mRNA-1273,2021-04-11,2021-09-20
8291148,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-06-15,2021-11-27
954W43W,MODERNA,mRNA,mRNA-1273,2021-01-22,2021-07-11
5391697,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-08-10,2022-02-04
8327252,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-02-14,2021-08-08
BF3787,PFIZER,mRNA,COMIRNATY,2021-05-14,2021-11-03
ET6080,PFIZER,mRNA,COMIRNATY,2021-06-26,2021-12-02
914O44B,MODERNA,mRNA,mRNA-1273,2021-09-01,2022-02-28
3451881,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-25,2021-09-13
883W52N,MODERNA,mRNA,mRNA-1273,2020-11-28,2021-05-26
LU9319,PFIZER,mRNA,COMIRNATY,2020-11-16,2021-04-09
102W83F,MODERNA,mRNA,mRNA-1273,2021-04-17,2021-10-09
MKC1730,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-11-18,2021-04-25
857P27Q,MODERNA,mRNA,mRNA-1273,2020-12-08,2021-04-22
UO4832,PFIZER,mRNA,COMIRNATY,2021-01-19,2021-06-18
XAV1503,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-16,2021-10-25
156I10I,MODERNA,mRNA,mRNA-1273,2021-04-15,2021-10-02
QW6518,PFIZER,mRNA,COMIRNATY,2021-01-11,2021-05-26
2914739,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-21,2022-03-02
5380315,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-04-20,2021-09-11
YB9445,PFIZER,mRNA,COMIRNATY,2021-01-14,2021-06-15
RX8522,PFIZER,mRNA,COMIRNATY,2020-11-13,2021-04-14
5670382,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-06-06,2021-10-25
119W31O,MODERNA,mRNA,mRNA-1273,2021-01-05,2021-05-24
AHB1751,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-04-01,2021-08-24
YA8942,PFIZER,mRNA,COMIRNATY,2020-12-05,2021-04-27
KA5246,PFIZER,mRNA,COMIRNATY,2021-01-30,2021-06-16
719H41Y,MODERNA,mRNA,mRNA-1273,2021-09-27,2022-03-04
3098643,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-02-04,2021-07-18
879B85I,MODERNA,mRNA,mRNA-1273,2021-06-30,2021-12-17
2799278,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-11-11,2021-03-27
7978072,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-08-30,2022-02-22
5458399,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-07-12,2021-12-12
NCS5120,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-12,2021-12-13
196R79Z,MODERNA,mRNA,mRNA-1273,2021-01-29,2021-07-14
MI3510,PFIZER,mRNA,COMIRNATY,2021-08-21,2022-02-02
4994507,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-01,2021-07-31
4748539,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-07-26,2022-01-10
XY9856,PFIZER,mRNA,COMIRNATY,2020-12-01,2021-04-19
EQ7735,PFIZER,mRNA,COMIRNATY,2021-01-13,2021-05-30
NQ4641,PFIZER,mRNA,COMIRNATY,2021-03-22,2021-08-26
OM6543,PFIZER,mRNA,COMIRNATY,2021-06-28,2021-11-21
ZD1956,PFIZER,mRNA,COMIRNATY,2021-06-24,2021-11-11
609K28S,MODERNA,mRNA,mRNA-1273,2021-07-17,2021-12-22
479Q11K,MODERNA,mRNA,mRNA-1273,2021-06-27,2021-12-07
DX8660,PFIZER,mRNA,COMIRNATY,2021-07-05,2021-12-14
YCI6009,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-12,2021-06-27
1814614,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-11-04,2021-04-11
274Z72O,MODERNA,mRNA,mRNA-1273,2021-05-20,2021-11-06
ZCW2777,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-16,2022-02-13
CL8625,PFIZER,mRNA,COMIRNATY,2021-09-29,2022-02-18
238L53Z,MODERNA,mRNA,mRNA-1273,2021-03-04,2021-07-18
GPT9579,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-09,2022-02-06
AF3241,PFIZER,mRNA,COMIRNATY,2021-01-14,2021-06-05
990T20L,MODERNA,mRNA,mRNA-1273,2020-11-05,2021-03-29
YDE6353,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-31,2022-01-02
SA5314,PFIZER,mRNA,COMIRNATY,2021-01-30,2021-07-17
216W22B,MODERNA,mRNA,mRNA-1273,2021-03-23,2021-08-07
8076572,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-11-04,2021-03-27
578E61M,MODERNA,mRNA,mRNA-1273,2021-01-07,2021-06-01
926G39R,MODERNA,mRNA,mRNA-1273,2021-05-01,2021-10-08
1250258,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-11-01,2021-04-06
123W72H,MODERNA,mRNA,mRNA-1273,2021-07-21,2021-12-17
HIA3653,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-12-25,2021-05-26
PJW8538,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-02-05,2021-07-29
BXD8629,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-04-05,2021-09-20
693N14W,MODERNA,mRNA,mRNA-1273,2021-04-10,2021-09-18
6151105,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-25,2021-06-16
YCI7517,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-16,2021-06-21
7164066,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-11-04,2021-04-11
ZB1952,PFIZER,mRNA,COMIRNATY,2021-09-22,2022-02-11
1814957,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-27,2021-08-15
DJQ3762,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-18,2021-12-08
LRX2029,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-04-26,2021-09-17
RV5147,PFIZER,mRNA,COMIRNATY,2021-07-31,2022-01-05
7879940,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-01,2021-06-15
323O85M,MODERNA,mRNA,mRNA-1273,2021-07-17,2021-12-29
8830534,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-08-24,2022-02-06
LB4603,PFIZER,mRNA,COMIRNATY,2021-07-07,2021-11-22
1493771,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-15,2022-03-13
GO6240,PFIZER,mRNA,COMIRNATY,2021-06-27,2021-12-10
ZZN4103,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-09,2021-12-20
QQ5218,PFIZER,mRNA,COMIRNATY,2021-05-31,2021-11-18
CS8110,PFIZER,mRNA,COMIRNATY,2021-04-09,2021-09-02
XXW6207,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-02-18,2021-08-10
597E88B,MODERNA,mRNA,mRNA-1273,2021-08-11,2022-01-22
KIR2661,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-12-24,2021-05-10
PPT3897,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-20,2021-10-08
465I24K,MODERNA,mRNA,mRNA-1273,2021-03-15,2021-07-29
QLQ6614,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-08,2021-12-04
HL2609,PFIZER,mRNA,COMIRNATY,2021-03-10,2021-08-24
7446192,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-06-19,2021-12-04
JRA2246,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-06,2021-12-20
331X24X,MODERNA,mRNA,mRNA-1273,2021-06-17,2021-11-25
BDT8778,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-09,2022-01-04
GHE9741,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-14,2021-06-08
WOY9262,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-02-11,2021-07-01
ZB3551,PFIZER,mRNA,COMIRNATY,2021-07-26,2022-01-20
GM4465,PFIZER,mRNA,COMIRNATY,2021-03-22,2021-09-14
BUX2061,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-04-09,2021-09-20
YJW2082,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-11-28,2021-05-05
YBJ6864,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-11,2022-02-18
3676904,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-10,2021-05-29
9337826,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-02-16,2021-07-21
JK2278,PFIZER,mRNA,COMIRNATY,2021-02-06,2021-07-09
1154874,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-20,2021-07-19
RZE5386,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-06-01,2021-11-26
943A24K,MODERNA,mRNA,mRNA-1273,2021-06-27,2021-11-28
6082608,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-07-26,2021-12-16
NU4439,PFIZER,mRNA,COMIRNATY,2021-06-30,2021-11-26
895Y79J,MODERNA,mRNA,mRNA-1273,2021-01-19,2021-06-20
CK5876,PFIZER,mRNA,COMIRNATY,2021-01-24,2021-06-08
KW4923,PFIZER,mRNA,COMIRNATY,2021-07-29,2021-12-28
932C70Z,MODERNA,mRNA,mRNA-1273,2020-12-24,2021-05-30
ZD2101,PFIZER,mRNA,COMIRNATY,2020-11-17,2021-05-13
HCH4723,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-06-13,2021-12-03
LFJ1932,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-09,2022-02-20
3205919,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-05-28,2021-10-12
532O96U,MODERNA,mRNA,mRNA-1273,2021-02-23,2021-07-12
1699188,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-07-10,2021-12-05
185O52Y,MODERNA,mRNA,mRNA-1273,2021-09-10,2022-02-05
369B67F,MODERNA,mRNA,mRNA-1273,2021-08-09,2022-02-04
HSD1381,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-12-02,2021-05-02
734A55P,MODERNA,mRNA,mRNA-1273,2021-05-05,2021-10-31
IS6193,PFIZER,mRNA,COMIRNATY,2021-06-21,2021-12-15
KDR3888,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-12-23,2021-06-16
NO9218,PFIZER,mRNA,COMIRNATY,2021-02-19,2021-07-13
KO4531,PFIZER,mRNA,COMIRNATY,2021-03-19,2021-09-14
2625062,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-30,2022-03-27
317M64P,MODERNA,mRNA,mRNA-1273,2020-12-09,2021-05-15
540I34T,MODERNA,mRNA,mRNA-1273,2021-08-19,2022-02-05
ED3908,PFIZER,mRNA,COMIRNATY,2021-03-15,2021-08-14
807K58T,MODERNA,mRNA,mRNA-1273,2020-11-16,2021-05-01
QTD2802,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-13,2021-10-06
6470367,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-02-17,2021-07-17
QS5654,PFIZER,mRNA,COMIRNATY,2021-05-13,2021-10-23
SZT7300,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-08,2022-02-13
JI7884,PFIZER,mRNA,COMIRNATY,2021-02-14,2021-07-29
JB8382,PFIZER,mRNA,COMIRNATY,2021-05-22,2021-11-18
QW8701,PFIZER,mRNA,COMIRNATY,2020-12-07,2021-05-03
QBQ5358,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-03-15,2021-09-07
HWX2657,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-12,2022-03-11
462F41F,MODERNA,mRNA,mRNA-1273,2021-03-12,2021-08-11
2925482,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-12-05,2021-05-07
OS8327,PFIZER,mRNA,COMIRNATY,2021-04-21,2021-09-24
7121666,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-30,2021-09-22
LJ7411,PFIZER,mRNA,COMIRNATY,2021-01-17,2021-06-26
XYN6879,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-04-05,2021-09-14
FK2399,PFIZER,mRNA,COMIRNATY,2021-03-30,2021-09-08
227X29T,MODERNA,mRNA,mRNA-1273,2020-11-22,2021-05-08
XHZ2639,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-12-16,2021-05-21
DIS2503,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-26,2021-07-03
7780774,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-29,2021-09-18
GG5829,PFIZER,mRNA,COMIRNATY,2021-02-11,2021-08-07
FIQ2768,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-22,2021-06-09
134D45S,MODERNA,mRNA,mRNA-1273,2021-01-03,2021-05-24
6340339,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-02-15,2021-07-17
5721788,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-28,2022-02-18
473G26D,MODERNA,mRNA,mRNA-1273,2021-03-24,2021-09-14
2334762,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-19,2022-02-10
192A97P,MODERNA,mRNA,mRNA-1273,2021-07-18,2022-01-06
EWX6762,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-13,2021-11-26
QGS2300,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-18,2021-10-14
5732768,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-26,2021-09-10
563C79E,MODERNA,mRNA,mRNA-1273,2020-12-13,2021-05-14
LE3564,PFIZER,mRNA,COMIRNATY,2021-07-12,2021-12-16
TMF4943,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-01,2021-05-31
UP5821,PFIZER,mRNA,COMIRNATY,2021-08-13,2022-01-28
GSQ6611,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-11-03,2021-04-03
868H61V,MODERNA,mRNA,mRNA-1273,2021-05-08,2021-10-31
4761656,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-20,2021-06-20
3205722,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-19,2021-06-04
YK3745,PFIZER,mRNA,COMIRNATY,2021-09-19,2022-03-16
HJA1903,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-02-05,2021-07-30
HZL1844,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-03-17,2021-08-06
UYI1793,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-02,2022-02-03
5782029,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-11-14,2021-05-01
306T37B,MODERNA,mRNA,mRNA-1273,2021-03-21,2021-09-10
LEZ5719,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-06-19,2021-11-02
7714734,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-29,2021-09-20
VBQ8329,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-05,2022-02-11
845Y43Y,MODERNA,mRNA,mRNA-1273,2020-11-30,2021-05-02
XNO7743,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-26,2021-10-11
1060231,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-04-24,2021-09-12
MG1605,PFIZER,mRNA,COMIRNATY,2021-06-04,2021-10-22
797O66N,MODERNA,mRNA,mRNA-1273,2021-08-28,2022-01-17
5000443,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-12-16,2021-05-07
DR3526,PFIZER,mRNA,COMIRNATY,2021-01-17,2021-06-04
7165737,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-12-22,2021-06-19
GFY9172,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-03-28,2021-09-11
TXN1563,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-03-20,2021-08-02
UV7650,PFIZER,mRNA,COMIRNATY,2021-05-27,2021-11-08
738Z88F,MODERNA,mRNA,mRNA-1273,2021-06-09,2021-11-30
RGW4558,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-12-29,2021-06-12
739A40K,MODERNA,mRNA,mRNA-1273,2021-06-30,2021-12-01
8811742,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-18,2022-02-10
XIS4546,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-11-24,2021-05-01
8747280,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-20,2022-02-09
VS4361,PFIZER,mRNA,COMIRNATY,2021-07-23,2022-01-06
PWI9967,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-09,2021-09-24
FUJ5450,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-27,2021-06-11
VPG2068,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-03,2021-10-07
7913136,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-05-29,2021-10-15
WZG8561,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-02-27,2021-07-27
519S88I,MODERNA,mRNA,mRNA-1273,2020-12-03,2021-05-06
