Name,Type,Region,Address,City,Postal Code,State,Longitude,Latitude,ID
A.I.R.R.I. Bracciano,RIA,Lazio,,,,Italy,,,WAP938
A.L.M.,RIA,Lazio,,,,Italy,,,SOS702
A.L.M. - Carlo Lodi,RIA,Lazio,,,,Italy,,,JMG170
Adm - Gruppo Audiomedical Srl,RIA,Lazio,,,,Italy,,,VFC109
Airri Ciampino Srl,RIA,Lazio,,,,Italy,,,XIW725
Airri Clodio,RIA,Lazio,,,,Italy,,,AFU772
Airri Medical,RIA,Lazio,,,,Italy,,,HRS298
Alm Ass. Laziale Motulesi,RIA,Lazio,,,,Italy,,,BMM183
Anfas Roma Onlus,RIA,Lazio,,,,Italy,,,SEU209
Ar Sana 2,RIA,Lazio,,,,Italy,,,TXB217
Argos Centro Di Riabilitazione,RIA,Lazio,,,,Italy,,,IMN283
Ars Sana,RIA,Lazio,,,,Italy,,,ISO933
Ass. Istituto S. Cecilia,RIA,Lazio,,,,Italy,,,LZY395
Assoc. Ne Scuola Viva Onlus,RIA,Lazio,,,,Italy,,,LNB283
Assohandicap Art. 26,RIA,Lazio,,,,Italy,,,JND808
Buon Lavoro Piccoli,RIA,Lazio,,,,Italy,,,DEN780
C. C. Villa Sandra,RIA,Lazio,,,,Italy,,,REG631
C. Riab.Psicomotoria Padre Pio,RIA,Lazio,,,,Italy,,,FLA273
C.M.P.H.,RIA,Lazio,,,,Italy,,,ITQ441
C.M.P.H. - Via Livorno,RIA,Lazio,,,,Italy,,,MXM133
C.O.E.S Onlus,RIA,Lazio,,,,Italy,,,HDH533
C.R.C. Balbuzie,RIA,Lazio,,,,Italy,,,GLU821
Casa Di Cura Santa Rita Da Cas,RIA,Lazio,,,,Italy,,,DMS344
Casa Di Cura Villa Fulvia,RIA,Lazio,,,,Italy,,,GJD851
Casa Giocosa,RIA,Lazio,,,,Italy,,,ZDN782
Casa Loic,RIA,Lazio,,,,Italy,,,YQV665
'Casaletto' Anffas Roma Onlus,RIA,Lazio,,,,Italy,,,VRO311
Cen. Neuro. Arcobaleno,RIA,Lazio,,,,Italy,,,FZQ625
Centr Riabilitativo Ecass,RIA,Lazio,,,,Italy,,,YBE191
Centro 'A. Boggi',RIA,Lazio,,,,Italy,,,GKF695
Centro Adelphi,RIA,Lazio,,,,Italy,,,UVE712
Centro Amb Mondo Riabilitazion,RIA,Lazio,,,,Italy,,,YII719
Centro Amb.Le-Domic.Re Unisan,RIA,Lazio,,,,Italy,,,HLH866
Centro Ambulatoriale,RIA,Lazio,,,,Italy,,,LKL678
Centro Bambu',RIA,Lazio,,,,Italy,,,KNL922
Centro Di Audiofonologopedia,RIA,Lazio,,,,Italy,,,HAC572
Centro Di Riab.La Valle,RIA,Lazio,,,,Italy,,,RTC698
Centro Diagnostico Arce,RIA,Lazio,,,,Italy,,,YIJ224
Centro Educazione Motoria Cem,RIA,Lazio,,,,Italy,,,KBV241
Centro Educazione Motoria -Cem,RIA,Lazio,,,,Italy,,,JUR285
Centro Primula Abbvie Aprilia,STS,Lazio,,,,Italy,,,TMB992
Centro Primula Asl Roma 1 Termini,STS,Lazio,,,,Italy,,,JVY875
Centro Primula Asl Roma1 Comprensorio S.Maria Della Pieta' Padiglione 90,STS,Lazio,,,,Italy,,,HGX756
Centro Primula Centro Itaca,STS,Lazio,,,,Italy,,,DIG341
Centro Primula Latina Expo,STS,Lazio,,,,Italy,,,SIA524
Centro Regionale S.Alessio,RIA,Lazio,,,,Italy,,,FRN734
Centro Ria H Riabilitazione Sr,RIA,Lazio,,,,Italy,,,QSS825
Centro Riab. Poggio Mirteto,RIA,Lazio,,,,Italy,,,LGI946
Centro Riab. Santa Rosa,RIA,Lazio,,,,Italy,,,XAC127
Centro Riab.Ne S. Raffaele,RIA,Lazio,,,,Italy,,,TSD638
Centro Riabilitativo Ecass,RIA,Lazio,,,,Italy,,,PYB487
Centro Riabilitazione Al Parco,RIA,Lazio,,,,Italy,,,OGU291
Centro Riabilitazione Dahlia,RIA,Lazio,,,,Italy,,,QZN653
Centro S. M. Della Provvidenza,RIA,Lazio,,,,Italy,,,LQP218
Centro Sperimentale Per L'Auti,RIA,Lazio,,,,Italy,,,WJU975
Centro Tangram,RIA,Lazio,,,,Italy,,,ZSA242
"Centro Vaccinale ""La Vela"" Policlinico Tor Vergata",STS,Lazio,,,,Italy,,,VXQ541
Centro Vaccinale Anti-Covid19 Della Sabina Amazon,STS,Lazio,,,,Italy,,,OWE762
Centro Vaccinale Covid 19 Asl Roma 1 - 'Acea - Ostiense',STS,Lazio,,,,Italy,,,AVT897
Centro Vaccinale Covid 19 Asl Roma 1 - 'Porte Di Roma',STS,Lazio,,,,Italy,,,LUP157
Comunità Capodarco,RIA,Lazio,,,,Italy,,,YVB959
Comunita` Il Chicco,RIA,Lazio,,,,Italy,,,DKS727
Coop Esperanto,RIA,Lazio,,,,Italy,,,TYF793
Cooperativa C.A.R.,RIA,Lazio,,,,Italy,,,POB412
Crn  = Centro Riab. Neuromotor,RIA,Lazio,,,,Italy,,,SQC448
Didasco Coop. Sociale A.R.L.,RIA,Lazio,,,,Italy,,,SPH321
Don Orione - Centro Mutilatini,RIA,Lazio,,,,Italy,,,OSK308
Erre-D Srl Latina,RIA,Lazio,,,,Italy,,,ZCG989
Ex Bosi Centro Vac,STS,Lazio,,,,Italy,,,QVR146
Fondaz. Don Carlo Gnocchi,RIA,Lazio,,,,Italy,,,HBO397
Fondazione Piccolo Rifugio,RIA,Lazio,,,,Italy,,,AZW895
Fondazione Santa Lucia Irccs,RIA,Lazio,,,,Italy,,,DYJ552
Fondazione Uildm Lazio Onlus,RIA,Lazio,,,,Italy,,,WHA911
Fondaziozione Roma Litorale On,RIA,Lazio,,,,Italy,,,EXS983
Fuori Dal Tunnel,RIA,Lazio,,,,Italy,,,NST709
Giomi Rsa Laz- Centro Armonia,RIA,Lazio,,,,Italy,,,NZO891
Gli Annali,RIA,Lazio,,,,Italy,,,RQV783
Hub Vaccinale Comunita' Di Sant'Egidio,STS,Lazio,,,,Italy,,,VHS201
I.M.P.P.I.T.  Infanzia Tardiva,RIA,Lazio,,,,Italy,,,TPE849
Ini Divisione Villa Dante,RIA,Lazio,,,,Italy,,,AQE782
Ist Figlie S Maria Provvidenza,RIA,Lazio,,,,Italy,,,ADZ331
Ist.Med. Psico Ped.Sacro Cuore,RIA,Lazio,,,,Italy,,,KXC407
Istituto Calamatta,RIA,Lazio,,,,Italy,,,XND718
Istituto Di Ortofonologia,RIA,Lazio,,,,Italy,,,XFX920
Istituto Filippo Smaldone,RIA,Lazio,,,,Italy,,,HXU283
Istituto Leonarda Vaccari,RIA,Lazio,,,,Italy,,,TYO554
Istituto Pia Casa Ambrosini,RIA,Lazio,,,,Italy,,,YMX256
La Nostra Scuola,RIA,Lazio,,,,Italy,,,HKX668
Medical Spuri S.R.L.,RIA,Lazio,,,,Italy,,,OOT350
Mondo Riabilitazione Srl,RIA,Lazio,,,,Italy,,,BNW254
Nomentana Hospital Srl,RIA,Lazio,,,,Italy,,,UTU744
Opera Don Guanella,RIA,Lazio,,,,Italy,,,LIG852
Opera Sante De Sanctis,RIA,Lazio,,,,Italy,,,AMQ813
Opera Sante De Sanctis-Via Pol,RIA,Lazio,,,,Italy,,,DMT814
Parole In Movimento,RIA,Lazio,,,,Italy,,,GEE584
Pianeta Riabilitazione,RIA,Lazio,,,,Italy,,,MXN260
Poligest Casa Cura V. Querce,RIA,Lazio,,,,Italy,,,NHS771
Presidio Di Riabilitazione Osa,RIA,Lazio,,,,Italy,,,NGJ812
Presidio Di Via Dionisio,RIA,Lazio,,,,Italy,,,AMO257
Presidio Filippo Turati,RIA,Lazio,,,,Italy,,,XXW137
Progetto Amico,RIA,Lazio,,,,Italy,,,CRB337
Punto Di Somministrazione Vaccinale Presso Cinecitta' Studios,STS,Lazio,,,,Italy,,,ONY253
Punto Vaccini Anti Covid-19 Fiumicino,STS,Lazio,,,,Italy,,,UDI478
Raggio Di Sole,RIA,Lazio,,,,Italy,,,OCZ314
Rifi Srl,RIA,Lazio,,,,Italy,,,DRF748
S.Maria Del Prato,RIA,Lazio,,,,Italy,,,RLH389
Sa.Ni. Children S.R.L.,RIA,Lazio,,,,Italy,,,PIP854
San Giovanni Di Dio,RIA,Lazio,,,,Italy,,,BMF847
Soc. Coop. Sociale Nemo Onlus,RIA,Lazio,,,,Italy,,,QXE169
Strutt. Semi-Res. A. Boggi,RIA,Lazio,,,,Italy,,,MJT619
Studio Medico San Giorgio,RIA,Lazio,,,,Italy,,,RTB458
Te.Ri,RIA,Lazio,,,,Italy,,,UEF188
Vaclav Vojta,RIA,Lazio,,,,Italy,,,YXQ806
Villa Alba E Ist. Cure Fisiche,RIA,Lazio,,,,Italy,,,MHA642
Villa Alba Srl,RIA,Lazio,,,,Italy,,,MEA992
Villa Ardeatina Srl,RIA,Lazio,,,,Italy,,,FWZ227
Villa Buon Respiro,RIA,Lazio,,,,Italy,,,IDU671
Villa Immacolata,RIA,Lazio,,,,Italy,,,XJV161
Villa Santa Margherita,RIA,Lazio,,,,Italy,,,WEI792
Villaggio Eugenio Litta Art.26,RIA,Lazio,,,,Italy,,,BEM911
A.I.A.S. Villa Sanginetti,RIA,Liguria,,,,Italy,,,GCB509
A.N.F.F.As - Albenga,RIA,Liguria,,,,Italy,,,MVZ799
Albatros Srl  C. Giovanna D'A,RIA,Liguria,,,,Italy,,,ZJB517
Amb. Guardia Di Finanza Cavour,STS,Liguria,,,,Italy,,,SEH603
Ambulatorio Montebruno,STS,Liguria,,,,Italy,,,UNH502
Ambulatorio Presso Polizia Di Stato,STS,Liguria,,,,Italy,,,AZZ628
Ambulatorio Riab. Arcipelago,RIA,Liguria,,,,Italy,,,GIB155
Ambulatorio Vaccinale - Carcere Pontedecimo,STS,Liguria,,,,Italy,,,WRV424
Ambulatorio Vaccinale - Caserma Polizia Bolzaneto,STS,Liguria,,,,Italy,,,FLP937
Ambulatorio Vaccinale - Lilt (Lega Italiana Lotta Contro I Tumori),STS,Liguria,,,,Italy,,,WFY251
Ambulatorio Vaccinale - Pieve Ligure Alta,STS,Liguria,,,,Italy,,,FLQ347
Ambulatorio Vaccinale Covid Ceparana,STS,Liguria,,,,Italy,,,JXH467
Ambulatorio Vaccinale Covid Follo,STS,Liguria,,,,Italy,,,QFH665
Ambulatorio Vaccinale Covid La Spezia,STS,Liguria,,,,Italy,,,EQF711
Ambulatorio Vaccinale Presso Albergo Dei Poveri,STS,Liguria,,,,Italy,,,MYQ223
Ambulatorio Vaccinazioni Presso Villa Serena,STS,Liguria,,,,Italy,,,UZO237
Anffas - Pres. Parini,RIA,Liguria,,,,Italy,,,FRU232
Anffas - Pres. Rosa Gattorno,RIA,Liguria,,,,Italy,,,QNG200
Anffas - Presidio Cesino,RIA,Liguria,,,,Italy,,,CDT385
Anffas - Presidio Coronata,RIA,Liguria,,,,Italy,,,IHB595
Anffas - Presidio Falchetti,RIA,Liguria,,,,Italy,,,XYG762
Anffas - Presidio Pisacane,RIA,Liguria,,,,Italy,,,SRD217
Anffas - Villa Galletto,RIA,Liguria,,,,Italy,,,QYN933
Anffas -Dopo Di Noi-V. Cordano,RIA,Liguria,,,,Italy,,,ZOK526
Anffas Onlus Tigullio Ovest,RIA,Liguria,,,,Italy,,,JGM234
Asl1 - Distr.1 Bordighera Covid Mmg,STS,Liguria,,,,Italy,,,YFI528
Asl1 - Distr.2 Sanremese Covid Mmg,STS,Liguria,,,,Italy,,,QSB437
Asl1 - Distr.3 Imperiese Covid Mmg,STS,Liguria,,,,Italy,,,SHI339
Ass. Mai Soli Onlus,RIA,Liguria,,,,Italy,,,IAJ597
Ass.Tigullio Est Anffas,RIA,Liguria,,,,Italy,,,NKO253
Avis Comunale Ronco Scrivia,STS,Liguria,,,,Italy,,,XPF104
Badalucco - Centro Vaccinazione Covid,STS,Liguria,,,,Italy,,,OZR782
Bajardo - Centro Vaccinazione Covid,STS,Liguria,,,,Italy,,,KPR527
Boggiano Pico - Don Orione,RIA,Liguria,,,,Italy,,,YQD837
Bogliasco Croce Verde,STS,Liguria,,,,Italy,,,XMB360
C. Diurno Disab. V. Gramsci,RIA,Liguria,,,,Italy,,,OED854
C. Terapeutico Diurno Gaggiola,RIA,Liguria,,,,Italy,,,ZQD208
C.D. Il Girasole,RIA,Liguria,,,,Italy,,,SSN686
C.R. Vittoria Giorni - Covid,STS,Liguria,,,,Italy,,,XOR791
C.R.C.T.  Il Gabbiano-Segesta,RIA,Liguria,,,,Italy,,,XDW713
Camogli Croce Rossa Italiana,STS,Liguria,,,,Italy,,,CYN265
Camporosso - Centro Polivalente G.Falcone,STS,Liguria,,,,Italy,,,VTO808
Cares Onlus,RIA,Liguria,,,,Italy,,,TAE793
Casa Aperta Il Carpanedo,RIA,Liguria,,,,Italy,,,XUG162
Casa Del Santo Bambino - Resid,RIA,Liguria,,,,Italy,,,CFW477
Casa Del Santo Bambino-Semires,RIA,Liguria,,,,Italy,,,SCF117
Casa Della Salute - Multedo,STS,Liguria,,,,Italy,,,AQB523
Casa Della Salute - Sampierdarena Torre Msc,STS,Liguria,,,,Italy,,,LCK298
Casa Di Riposo San Giuseppe - Covid,STS,Liguria,,,,Italy,,,BLF837
Cd Riabilitativo Arcipelago,RIA,Liguria,,,,Italy,,,XJP811
Cd Riabilitativo Arcobaleno,RIA,Liguria,,,,Italy,,,GMR272
Centro A.I.A.S. Savona,RIA,Liguria,,,,Italy,,,TCW641
Centro Di Riabilitazione Srl,RIA,Liguria,,,,Italy,,,XMH123
Centro Redulco,RIA,Liguria,,,,Italy,,,ABC426
Centro Resid. Germana Costa,RIA,Liguria,,,,Italy,,,UVB251
Centro Residenz. La Magnolia,RIA,Liguria,,,,Italy,,,TTP653
Centro Riab. 'Luigi Stoppani',RIA,Liguria,,,,Italy,,,AZB641
Centro Riab. Res. L'Altalena,RIA,Liguria,,,,Italy,,,KDU256
Centro Riab. Uildm Genova,RIA,Liguria,,,,Italy,,,KGJ608
Centro Socio Sanit Sacro Cuore,RIA,Liguria,,,,Italy,,,NAN422
Centro Vaccinale,STS,Liguria,,,,Italy,,,VJG218
Centro Vaccinale Auditorium,STS,Liguria,,,,Italy,,,XER993
Centro Vaccinale Corso Dante,STS,Liguria,,,,Italy,,,KFB285
Centro Vaccinale Med. Penitenziaria,STS,Liguria,,,,Italy,,,ARC932
Centro Vaccinale Stelmilit,STS,Liguria,,,,Italy,,,RSP329
Centro Vaccinale Viale Dante,STS,Liguria,,,,Italy,,,VDA617
Cepim - Semiresidenziale,RIA,Liguria,,,,Italy,,,QHN306
Cepim - Volta,RIA,Liguria,,,,Italy,,,KQQ532
Cepim L'Appartamento Cent Down,RIA,Liguria,,,,Italy,,,JBZ790
Ceriana - Centro Vaccinazione Covid ,STS,Liguria,,,,Italy,,,BBK804
Chiossone-Car Minori Gli Alber,RIA,Liguria,,,,Italy,,,TND501
Chiusavecchia - Centro Vaccinazione Covid,STS,Liguria,,,,Italy,,,YAD902
Codess Sociale Vada Sabatia,RIA,Liguria,,,,Italy,,,IGE807
Comune Rovegno,STS,Liguria,,,,Italy,,,XLJ294
Consorzio Cociv - Stanza Vaccinale Per I Propri Dipendenti,STS,Liguria,,,,Italy,,,TUI239
Croce Verde Casella,STS,Liguria,,,,Italy,,,MHU284
Crsd Disabili (Ex Rep.Speciale,RIA,Liguria,,,,Italy,,,ISQ697
Diano Marina - Centro Vaccinazione Covid,STS,Liguria,,,,Italy,,,UVH649
Direzione Asl3 Liguria,STS,Liguria,,,,Italy,,,OKJ303
Distretto 1 - Vaccinazione Domiciliare Covid,STS,Liguria,,,,Italy,,,GOD548
Distretto 2 - Vaccinazione Domiciliare Covid,STS,Liguria,,,,Italy,,,LQW872
Distretto 3 - Vaccinazione Domiciliare Covid,STS,Liguria,,,,Italy,,,RLO510
Ex Ferriera Formento Rossiglione,STS,Liguria,,,,Italy,,,CSN432
Famiglia Moresco - Don Orione,RIA,Liguria,,,,Italy,,,HLU976
Fondazione Sacra Famiglia,RIA,Liguria,,,,Italy,,,PRR865
Gisal Cead Casa Marta,RIA,Liguria,,,,Italy,,,ONW544
Hitachi Rail Sts Genova Hub Vaccinale,STS,Liguria,,,,Italy,,,VNU418
Hub Sala Chiamata,STS,Liguria,,,,Italy,,,YXS682
Hub Vaccinale Amazon Italia,STS,Liguria,,,,Italy,,,HLK227
Hub Vaccinale Ansaldo Energia,STS,Liguria,,,,Italy,,,MSV811
Hub Vaccinale Iplom - Busalla,STS,Liguria,,,,Italy,,,GUZ363
Hub Vaccinale Teatro Della Gioventu',STS,Liguria,,,,Italy,,,FEL108
Il Faggio Carcare,RIA,Liguria,,,,Italy,,,FTM609
Il Faggio Coop Soc. Onlus,RIA,Liguria,,,,Italy,,,HEA741
Il Faggio Coop. Sociale,RIA,Liguria,,,,Italy,,,SPU183
Il Faggio Onlus,RIA,Liguria,,,,Italy,,,NLN491
'Il Granello' - Varazze,RIA,Liguria,,,,Italy,,,ISP187
Il Ponte,RIA,Liguria,,,,Italy,,,FHJ558
Il Sorriso,RIA,Liguria,,,,Italy,,,SJN576
Imperia - Palasalute Centro Vaccinazione Covid ,STS,Liguria,,,,Italy,,,ASC740
Isah Centro Di Riab. Polivalen,RIA,Liguria,,,,Italy,,,ZXC166
Isolabona - Centro Vaccinazione Covid ,STS,Liguria,,,,Italy,,,GWI774
Ist. Chiossone - Car Adulti,RIA,Liguria,,,,Italy,,,PJR411
Ist. Chiossone (Car) X Minori,RIA,Liguria,,,,Italy,,,WIT884
Ist. Riab.'Il Faggio' - Sv2,RIA,Liguria,,,,Italy,,,JVU120
Istituto Camaldoli - Don Orion,RIA,Liguria,,,,Italy,,,SHV353
Istituto Castagna Pcdo - Covid,STS,Liguria,,,,Italy,,,VWU703
Istituto Medico Ped. Borghetto,RIA,Liguria,,,,Italy,,,IQI861
Istituto Paverano - Don Orione,RIA,Liguria,,,,Italy,,,CYW243
La Missione Sz Sez Comatosi,RIA,Liguria,,,,Italy,,,GAE336
La Nostra Famiglia-Varazze,RIA,Liguria,,,,Italy,,,GQR648
Magazzini Del Cotone,STS,Liguria,,,,Italy,,,GTY809
Missione La Cometa,RIA,Liguria,,,,Italy,,,OJZ143
Molini Di Triora - Centro Vaccinazione Covid,STS,Liguria,,,,Italy,,,IYK913
Nucci Novi Ceppellini,RIA,Liguria,,,,Italy,,,WAN664
Nuova Assistenza Soc. Coop Soc,RIA,Liguria,,,,Italy,,,GJJ561
Opera G. Signori Ist S. Pietro,RIA,Liguria,,,,Italy,,,UTL138
Palamare Pra,STS,Liguria,,,,Italy,,,AMK943
Perinaldo - Centro Vaccinazione Covid ,STS,Liguria,,,,Italy,,,YLZ405
Pieve Di Teco - Centro Vaccinazione Covid,STS,Liguria,,,,Italy,,,QRR571
Pigna - Centro Vaccinazioni Covid,STS,Liguria,,,,Italy,,,GOA626
Pineta Marina - Covid,STS,Liguria,,,,Italy,,,MEB901
Poliambulatorio San Siro,STS,Liguria,,,,Italy,,,SNG667
Pres. Riab. Disabilità Ge Pra',RIA,Liguria,,,,Italy,,,LSB842
Presidio Cri - Comitato Vallescrivia Odv,STS,Liguria,,,,Italy,,,NJR468
Presidio Primo Levi,STS,Liguria,,,,Italy,,,WHJ503
Presidio Riabilitativo  Mons,RIA,Liguria,,,,Italy,,,PGM877
Quarto,STS,Liguria,,,,Italy,,,BPE136
Regione Liguria - Fieschi,STS,Liguria,,,,Italy,,,QYA294
Residenza Ave Maria/Residenza Boccadasse - Covid,STS,Liguria,,,,Italy,,,VKV904
Residenza Disabili Villa Perla,RIA,Liguria,,,,Italy,,,CCC674
Rfi Fs Hub Vaccinale Ge Covid,STS,Liguria,,,,Italy,,,FQZ357
Ricovero S. Giuseppe - Covid,STS,Liguria,,,,Italy,,,YDM792
Rinascita Vita-Villa Bracelli,RIA,Liguria,,,,Italy,,,ZSA499
Rp Casa Di Riposo Boetto Covid,STS,Liguria,,,,Italy,,,FCD949
Rp Dott. Zunino - Covid,STS,Liguria,,,,Italy,,,WRH169
Rp Immacolatine Quinto - Covid,STS,Liguria,,,,Italy,,,QOJ470
Rsa Campo Ligure - Covid,STS,Liguria,,,,Italy,,,LLU988
Rsa Castelletto - Covid,STS,Liguria,,,,Italy,,,PPC318
Rsa Doria - Covid,STS,Liguria,,,,Italy,,,XEW863
Rsa Galliera - Covid,STS,Liguria,,,,Italy,,,AZV453
Rsa La Benedetta Covid,STS,Liguria,,,,Italy,,,DAG112
Rsa Nucleo Alzheimer Rossiglione - Covid,STS,Liguria,,,,Italy,,,MDD831
Rsa Residenza Serena,STS,Liguria,,,,Italy,,,DAJ743
Rsa S. Benedetto - Don Orione - Ist. Paverano - Covid,STS,Liguria,,,,Italy,,,CNU359
Rsa San Francesco Di Recco - Covid,STS,Liguria,,,,Italy,,,WJP494
Rsa Villa Marta Di Betania,STS,Liguria,,,,Italy,,,PDB910
Rsa Villa San Pietro - Covid,STS,Liguria,,,,Italy,,,IWU605
Sacra Famiglia Mons. Pogliani,RIA,Liguria,,,,Italy,,,VDW114
Salone Nautico Hub Vacc Covid,STS,Liguria,,,,Italy,,,YUU453
San Giuseppe Di Boccadasse - Covid,STS,Liguria,,,,Italy,,,ZIW205
Sede Confcommercio,STS,Liguria,,,,Italy,,,ZMB397
Servizi Medici Hesperia,RIA,Liguria,,,,Italy,,,RER487
Servizio Riab. Aism Liguria,RIA,Liguria,,,,Italy,,,MHC603
Sito Di Vaccinazione Covid-19 Albenga,STS,Liguria,,,,Italy,,,NFU330
Sito Di Vaccinazione Covid-19 Arnasco,STS,Liguria,,,,Italy,,,LNT696
Sito Di Vaccinazione Covid-19 Balestrino,STS,Liguria,,,,Italy,,,PUX777
Sito Di Vaccinazione Covid-19 Cairo,STS,Liguria,,,,Italy,,,MEF187
Sito Di Vaccinazione Covid-19 Calizzano,STS,Liguria,,,,Italy,,,BRN947
Sito Di Vaccinazione Covid-19 Finale L.,STS,Liguria,,,,Italy,,,PLU798
Sito Di Vaccinazione Covid-19 Millesimo,STS,Liguria,,,,Italy,,,PXA428
Sito Di Vaccinazione Covid-19 Mmg Albenga,STS,Liguria,,,,Italy,,,PTI236
Sito Di Vaccinazione Covid-19 Mmg Borghetto Ss,STS,Liguria,,,,Italy,,,RFG992
Sito Di Vaccinazione Covid-19 Mmg Sv,STS,Liguria,,,,Italy,,,CTU198
Sito Di Vaccinazione Covid-19 Sassello,STS,Liguria,,,,Italy,,,KXZ755
Sito Di Vaccinazione Covid-19 Spotorno,STS,Liguria,,,,Italy,,,GLH134
Sito Di Vaccinazione Covid-19 Sv-1,STS,Liguria,,,,Italy,,,JQL471
Sito Di Vaccinazione Covid-19 Sv-2,STS,Liguria,,,,Italy,,,HLL741
Sito Di Vaccinazione Covid-19 Varazze,STS,Liguria,,,,Italy,,,SXY479
Stanza Vaccinale Domiciliare Presso D.S.S. 10 Poliambulatori Via Bonghi,STS,Liguria,,,,Italy,,,NOX382
Stanza Vaccinale Domiciliare Presso D.S.S. 11 Ambulatori Via Assarotti,STS,Liguria,,,,Italy,,,BVF555
Stanza Vaccinale Domiciliare Presso D.S.S. 12 Ambulatori Via Archimede,STS,Liguria,,,,Italy,,,CEE787
Stanza Vaccinale Domiciliare Presso D.S.S. 8 - Ambulatorio Camozzini,STS,Liguria,,,,Italy,,,KRM390
Stanza Vaccinale Domiciliare Presso D.S.S. 9 Poliambulatori Fiumara,STS,Liguria,,,,Italy,,,XKJ857
Stanza Vaccinale Domiciliare Presso Dss 13 - Casa Della Salute Quarto,STS,Liguria,,,,Italy,,,ITA585
Suore Minime Di Marassi - Covid,STS,Liguria,,,,Italy,,,MPV538
Taggia  - Vaccinazione Covid Drive Through,STS,Liguria,,,,Italy,,,HDK103
Taggia - Nuova Stazione Ferroviaria,STS,Liguria,,,,Italy,,,BXA420
Ufficio Sanità Marittima Usmaf-Sasn Liguria,STS,Liguria,,,,Italy,,,BJU893
Uscio Palestra Comunale Ambulatori Allestiti Sotto Piazza Della Resistenza,STS,Liguria,,,,Italy,,,ZEA127
Villa Bombrini,STS,Liguria,,,,Italy,,,LWE749
Villa Delle Rose Genova - Covid,STS,Liguria,,,,Italy,,,XUS658
Villa Delle Rose Sori - Covid,STS,Liguria,,,,Italy,,,FCT129
Villa Maddalena,RIA,Liguria,,,,Italy,,,UAH461
Villa Maria Teresa,RIA,Liguria,,,,Italy,,,JIE390
Villa Pagani Carani Cress,RIA,Liguria,,,,Italy,,,BRB216
Villa Santa Maria In Bethlem,RIA,Liguria,,,,Italy,,,HUM678
Villaggio Del Rag.-B.Acquarone,RIA,Liguria,,,,Italy,,,SNF355
A.I.A.S. - Milano,RIA,Lombardia,,,,Italy,,,HOB249
A.I.A.S. - Monza,RIA,Lombardia,,,,Italy,,,XBS678
A.S.P. Ist.Assist.E Cura S.Mar,RIA,Lombardia,,,,Italy,,,YNF251
Aias,RIA,Lombardia,,,,Italy,,,DBW592
Ambrosiana Medical Center - Mi,RIA,Lombardia,,,,Italy,,,URI892
Ass.La Nostra Famiglia-Lecco,RIA,Lombardia,,,,Italy,,,KIL659
C.Riab.La Prateria-Paderno D.,RIA,Lombardia,,,,Italy,,,QHF745
C.Ried.Mot.Ns.Fam.-P.Te Lambro,RIA,Lombardia,,,,Italy,,,ULA347
Casa Di Cura E Riabilitazione,RIA,Lombardia,,,,Italy,,,WDP491
Cdc Il Melograno,RIA,Lombardia,,,,Italy,,,YUO803
Centro A.I.R.R.I- Milano,RIA,Lombardia,,,,Italy,,,UNK537
Centro Di Riabil. S.Vincenzo -,RIA,Lombardia,,,,Italy,,,PPJ747
"Centro Di Riabilitazione "" E. ",RIA,Lombardia,,,,Italy,,,QLW260
Centro Don Orione - Bergamo,RIA,Lombardia,,,,Italy,,,SZH243
Centro Radiologia E Fisioterap,RIA,Lombardia,,,,Italy,,,VHC694
Coop. Soc. Studio Ripamonti -,RIA,Lombardia,,,,Italy,,,AZI189
Coop. Sociale Rieducazione - M,RIA,Lombardia,,,,Italy,,,CZI180
Cremona Solidale - Cremona,RIA,Lombardia,,,,Italy,,,ILB157
Don Gnocchi Centro Girola,RIA,Lombardia,,,,Italy,,,RNJ873
Fond. Benefattori Cremaschi On,RIA,Lombardia,,,,Italy,,,XER612
Fond. Istit. Vismara-S.Bassano,RIA,Lombardia,,,,Italy,,,IFM410
Fond. Madonna  Del Corlo Onlus,RIA,Lombardia,,,,Italy,,,MYS101
Fond. Osp. G.Aragona-S.Giovann,RIA,Lombardia,,,,Italy,,,PRV444
Fond.Don Gnocchi-Inverigo,RIA,Lombardia,,,,Italy,,,DNJ126
Fond.Ist.E.Germani-Cingia De'B,RIA,Lombardia,,,,Italy,,,GBF616
Fond.Osp.Casa Di Riposo Nob. P,RIA,Lombardia,,,,Italy,,,KIE758
Fond.Osp.Casa Di Riposo Nob.P.,RIA,Lombardia,,,,Italy,,,DOR403
Fondaz.Ist.Sacra Famiglia-Cesa,RIA,Lombardia,,,,Italy,,,BHA281
Fondazione Don Carlo Gnocchi,RIA,Lombardia,,,,Italy,,,QYZ238
Fondazione Don Carlo Gnocchi -,RIA,Lombardia,,,,Italy,,,BCT451
Fondazione Don Carlo Gnocchi O,RIA,Lombardia,,,,Italy,,,JMI555
Fondazione Don Carlo Gnocchi-C,RIA,Lombardia,,,,Italy,,,DIL481
Fondazione G.Brunenghi Onlus-C,RIA,Lombardia,,,,Italy,,,FWD206
Fondazione Mons. Arrigo Mazzal,RIA,Lombardia,,,,Italy,,,QZY259
Fondazione Osp.Caimi -Vailate,RIA,Lombardia,,,,Italy,,,BUD899
Fondazione Ospedale Civile Di,RIA,Lombardia,,,,Italy,,,OZS940
Idr Valsasino,RIA,Lombardia,,,,Italy,,,WIE396
