denominazione_struttura,tipologia,nome_area
Fondazione G.Brunenghi Onlus-C,RIA,Lombardia
Fondazione Mons. Arrigo Mazzal,RIA,Lombardia
Fondazione Osp.Caimi -Vailate,RIA,Lombardia
Fondazione Ospedale Civile Di,RIA,Lombardia
Idr Valsasino,RIA,Lombardia
Il Dosso Verde - Milano,RIA,Lombardia
Ist. La Nostra Famiglia - Veda,RIA,Lombardia
Ist. Nostra Famiglia - Castigl,RIA,Lombardia
Ist.Fond.Don Gnocchi-Godiasco,RIA,Lombardia
Ist.Ger.Golgi-Abbiategrasso,RIA,Lombardia
Ist.Ger.O.P.Colleoni-Beldosso,RIA,Lombardia
Ist.Geriat.P.Redaelli-Vimodron,RIA,Lombardia
Ist.Geriatrico Redaelli - Mila,RIA,Lombardia
Ist.La Ns.Fam.-Bosisio Parini,RIA,Lombardia
Ist.La Ns.Famiglia-Mand.Lario,RIA,Lombardia
Ist.La Sacra Famiglia-Perledo,RIA,Lombardia
"Istituto ""Angelo Custode""- Pre",RIA,Lombardia
Istituto A.I.A.S. - Busto Arsi,RIA,Lombardia
Istituto A.N.F.A.S. - Milano,RIA,Lombardia
Istituto Di Riabilitazione Cas,RIA,Lombardia
Istituto Don Gnocchi-Pessano,RIA,Lombardia
Istituto Don Luigi Palazzolo -,RIA,Lombardia
Istituto Dosso Verde-Pavia,RIA,Lombardia
Istituto G.Frisia-Merate,RIA,Lombardia
Istituto La Sacra Famiglia,RIA,Lombardia
Istituto Opera Pia Rota - Alme,RIA,Lombardia
Istituto Ospedaliero-Sospiro,RIA,Lombardia
La Nostra Famiglia - Carate Br,RIA,Lombardia
La Nostra Famiglia - Cislago,RIA,Lombardia
La Nostra Famiglia - Como,RIA,Lombardia
La Nostra Famiglia - Sesto S.G,RIA,Lombardia
Luogo Pio Osp. Raimondi-Gorla,RIA,Lombardia
Oo.Pp.Annesse - Bergamo,RIA,Lombardia
Pia Casa Di Riposo Cardinal C.,RIA,Lombardia
Pia Fond.Val Camonica-Malegno,RIA,Lombardia
Piccolo Cottolengo Don Orione,RIA,Lombardia
Pio Albergo Trivulzio - Milano,RIA,Lombardia
Pro Juventute Don Gnocchi,RIA,Lombardia
Serv. Riabilitazione Territori,RIA,Lombardia
Unita¿ Geriatrica Riablitativa,RIA,Lombardia
Vicardial - Istituto Medico Ri,RIA,Lombardia
Villa Al Lago S.R.L.,RIA,Lombardia
Centro Vaccinale - Matelica,STS,Marche
Centro Vaccinale C/O Centro Sportivo Multifunzionale - Camerino,STS,Marche
Centro Vaccinale C/O Croce Azzurra - Porto San Giorgio,STS,Marche
Centro Vaccinale C/O Distretto - Montegranaro,STS,Marche
Centro Vaccinale C/O Distretto Sanitario - Petritoli,STS,Marche
Centro Vaccinale C/O Ex Scuola Elementare - Amandola,STS,Marche
Centro Vaccinale C/O Iper Rossini - Pesaro,STS,Marche
Centro Vaccinale C/O Nuova Palestra Fermi - Fabriano,STS,Marche
Centro Vaccinale C/O Ospedale - Amandola,STS,Marche
Centro Vaccinale C/O Palaprometeo - Ancona,STS,Marche
Centro Vaccinale C/O Palazzetto Dello Sport - Ascoli Piceno,STS,Marche
Centro Vaccinale C/O Palazzetto Dello Sport - Gradara,STS,Marche
Centro Vaccinale C/O Palazzetto Dello Sport - Porto Sant'Elpidio,STS,Marche
Centro Vaccinale C/O Palestra Comunale - Falerone,STS,Marche
Centro Vaccinale C/O Palestre Zannoni - Jesi,STS,Marche
Centro Vaccinale C/O Sala Italia - San Severino Marche,STS,Marche
Centro Vaccinale C/O Scuola Mancini - Fermo,STS,Marche
Centro Vaccinale C/O Vigili Del Fuoco - Senigallia,STS,Marche
Centro Vaccinale Civitanova Marche,STS,Marche
Centro Vaccinale Macerata,STS,Marche
Centro Vaccinale P/O Bocciodromo - Urbino,STS,Marche
Centro Vaccinale P/O Cetro Ortofrutticolo - Fano,STS,Marche
Centro Vaccinale P/O Palazzetto Dello Sport - San Benedetto Del Tronto,STS,Marche
Dt01 Car Eta' Evolutiva Pesaro,RIA,Marche
Dt05 Poliambulatorio Carlo Urbani,STS,Marche
Dt08 Ambulatori H Civitanova,STS,Marche
Dt09 Osp. Macerata,STS,Marche
Dt09 Terme Di San Giacomo - Sarnano,STS,Marche
Dt09 Terme Di Santa Lucia - Tolentino,STS,Marche
Dt10 Pres. Osp. Camerino,STS,Marche
Dt12 Ospedale- Ambulatori Divisiona,STS,Marche
Dt13 Centro Sport Life,RIA,Marche
Dt13 Poliamb. Di Ascoli Piceno,STS,Marche
Dt13 Poliambulatorio Ospedale Mazzoni,STS,Marche
Ospedale San Salvatore - Pesaro,STS,Marche
Ospedale Santa Croce - Fano,STS,Marche
Presidio Ospedaliero Umberto I,STS,Marche
Zt01 Riab. Intens. 'Galantara',RIA,Marche
Zt02 Istituto Riab. S. Stefano,RIA,Marche
Zt03 Fondazione Don Gnocchi,RIA,Marche
Zt05 Centro Amb Riabilit Murri,RIA,Marche
Zt05 Centro Amb S.Stefano Filo,RIA,Marche
Zt06 Centro Amb. S.Stefano,RIA,Marche
Zt06 Comunita La Buona Novella,RIA,Marche
Zt07 Abitare Il Tempo - Loreto,RIA,Marche
Zt07 Fondazione Don Gnocchi,RIA,Marche
Zt07 Ist Riab Villa Adria,RIA,Marche
Zt07 Lega Del Filo D'Oro Onlus,RIA,Marche
Zt07Residenza Dorica S.Stefano,RIA,Marche
Zt08 Istituto Paolo Ricci,RIA,Marche
Zt08 Riab S.Stefano Civit Ex26,RIA,Marche
Zt08 Riabilitazione S.Stefano,RIA,Marche
Zt08 Villaggio Delle Ginestre,RIA,Marche
Zt09 Cent. Amb Sstef -Macerata,RIA,Marche
Zt09 Centro Amb Sstef Tolentin,RIA,Marche
Zt10 Centro Amb S. Stefano Cam,RIA,Marche
Zt10 Centro Amb S. Stefano Mat,RIA,Marche
Zt11 Centro Riab. Montessori,RIA,Marche
Zt11 Comunita' Capodarco Fermo,RIA,Marche
Zt11 Istituto Mancinelli,RIA,Marche
Zt12 Centro Amb S.Stefano,RIA,Marche
Zt13 Ist.Ria. S.Stefano Ascoli,RIA,Marche
C. Di Riab. Molisani S.R.L.,RIA,Molise
C. Di Riab. Molisani S.R.L.-,RIA,Molise
C. Di Riab.Molisani S.R.L.,RIA,Molise
C. Riab. S. Stef.A.R.-Termoli,RIA,Molise
Carsic S.R.L.,RIA,Molise
Casa Della Salute Is Ex Art.26,RIA,Molise
Casa Salute Larino - Ex Art.26,RIA,Molise
Centro Fisioter - Termoli -,RIA,Molise
Centro Paola Pavone,RIA,Molise
Centro San Stef.Ar(Abano Term),RIA,Molise
Domenico  Francesco Potito Srl,RIA,Molise
Fisiomedica Loretana S.R.L.,RIA,Molise
Fondaz. Padre A. Mileno Onlus,RIA,Molise
Fondaz. Padre A. Mileno Onlus-,RIA,Molise
Ist. Molisano Di Riabilitaz.,RIA,Molise
L'Incontro Srl,RIA,Molise
Logopedia Niro U.Ec. S.A.S.,RIA,Molise
Riabilis,RIA,Molise
Accademia Cusanus - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa Culturale Campo Tures - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa Culturale Rasun Di Sopra - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa Dei Congressi Valdaora - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
"Casa Della Cultura ""Karl Schönherr"" - Vaccinazioni Covid",STS,Provincia Autonoma Bolzano / Bozen
Casa Della Cultura Di La Villa - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa Della Cultura Malles - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa Delle Associazioni Cadipietra - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa Ex Tribunale Di Brunico - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa Michael Pacher - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa Paul Troger - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa Raiffeisen - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Centro Oratorio Don Bosco - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Centro Scolastico J. Gasser - Centro Vaccinazione Covid,STS,Provincia Autonoma Bolzano / Bozen
Distretto Alta Val Venosta,STS,Provincia Autonoma Bolzano / Bozen
Distretto Di Lana,STS,Provincia Autonoma Bolzano / Bozen
Distretto Di Merano,STS,Provincia Autonoma Bolzano / Bozen
Distretto Di Naturno,STS,Provincia Autonoma Bolzano / Bozen
Distretto Media Val Venosta,STS,Provincia Autonoma Bolzano / Bozen
Distretto Sanitario Alta Pusteria,STS,Provincia Autonoma Bolzano / Bozen
Distretto Sanitario Val Badia,STS,Provincia Autonoma Bolzano / Bozen
Distretto Sanitario Valle Di Tures - Aurina,STS,Provincia Autonoma Bolzano / Bozen
Distretto Sanitario-Bassa Atesina,STS,Provincia Autonoma Bolzano / Bozen
Distretto Sanitario-Oltradige,STS,Provincia Autonoma Bolzano / Bozen
Distretto Val Passiria,STS,Provincia Autonoma Bolzano / Bozen
Ex-Despar Vipiteno - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Fiera Di Bolzano - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
'Kurhaus' Merano - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Regg.Log. 'Julia'- Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Salus Center,RIA,Provincia Autonoma Bolzano / Bozen
Teatro Comunale Vipiteno - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Aeroporto Di Caselle Vaccinazi,STS,Piemonte
Ambulatorio Di Pragelato,STS,Piemonte
Ambulatorio Vaccinazioni Covid,STS,Piemonte
Ass. Centri V.C.O. Domodossola,RIA,Piemonte
Ass. Centri V.C.O. Gravellona,RIA,Piemonte
Attivazione Ambulatorio Vaccin,STS,Piemonte
Attivazione Sede Per Ambulator,STS,Piemonte
Attivita' Distrettuale - Distr,STS,Piemonte
C.A. Gibi Anteo,STS,Piemonte
C.D. Dipendenze La Svolta,STS,Piemonte
C.V. Pediatri Libera Scelta -,STS,Piemonte
Casa Circondariale Alessandria,STS,Piemonte
Casa Circondariale Di Verbania,STS,Piemonte
Casa Madre Mazzarello,STS,Piemonte
Casa Pratoverde Anteo,STS,Piemonte
"Casa Reclusione Alessandria ""S",STS,Piemonte
Casa Xenia Psich.,STS,Piemonte
Cd Cossato Anteo,STS,Piemonte
"Centro ""Paolo Vi""             ",RIA,Piemonte
Centro Commerciale Lingotto -,STS,Piemonte
Centro Di Riabil. Ferrero,RIA,Piemonte
Centro Diurno Biella Anteo,STS,Piemonte
Centro Eventi Multifunzionale,STS,Piemonte
Centro Fieristico Museo Dei Ca,STS,Piemonte
Centro Polifunzionale Piu' Spo,STS,Piemonte
Centro Polivalente Covid - Pra,STS,Piemonte
Centro Sportivo Bussolino Spor,STS,Piemonte
Centro Sportivo Giacomo Gaigli,STS,Piemonte
"Centro Vaccinale ""Il Bowling"" ",STS,Piemonte
"Centro Vaccinale ""Il Globo""   ",STS,Piemonte
Centro Vaccinale Banca Sella,STS,Piemonte
Centro Vaccinale Castellazzo S,STS,Piemonte
Centro Vaccinale Covid-19 - Bo,STS,Piemonte
Centro Vaccinale Covid-19 - Ce,STS,Piemonte
Centro Vaccinale Covid19 - Goz,STS,Piemonte
Centro Vaccinale Covid-19 - Or,STS,Piemonte
Centro Vaccinale Covid-19 - Pa,STS,Piemonte
Centro Vaccinale Covid19 - Var,STS,Piemonte
Centro Vaccinale Covid19 Ex Ca,STS,Piemonte
Centro Vaccinale Covid19 Ipazi,STS,Piemonte
Centro Vaccinale Covid19 Mmg A,STS,Piemonte
Centro Vaccinale Covid19 Pala,STS,Piemonte
Centro Vaccinale Covid19 Palaf,STS,Piemonte
Centro Vaccinale Covid19 Salon,STS,Piemonte
Centro Vaccinale Cus Torino,STS,Piemonte
Centro Vaccinale Farmacie,STS,Piemonte
Centro Vaccinale Ga Dsm Nord,STS,Piemonte
Centro Vaccinale Ga Dsm Sud,STS,Piemonte
Centro Vaccinale Mmg,STS,Piemonte
Centro Vaccinale Municipio Di,STS,Piemonte
Centro Vaccinale Salone Sterna,STS,Piemonte
Centro Vaccinale Teatro Civico,STS,Piemonte
Centro Vaccinazione Covid Cand,STS,Piemonte
Centro Vaccinazioni Covid-19 P,STS,Piemonte
Centromediciinsieme,STS,Piemonte
Croce Rossa Italiana Centro Fe,STS,Piemonte
Cv Centro Diurno Villa Marazza,STS,Piemonte
Cv Centro Fiere Caresanablot,STS,Piemonte
Cv Covid19 - Mmg Biandrate,STS,Piemonte
Cv Covid19 - Mmg Oleggio,STS,Piemonte
Cv Disabili C.I.S.A. Ovest Tic,STS,Piemonte
Cv Disabili Comune Arona,STS,Piemonte
Cv Disabili Comune Novara,STS,Piemonte
Dipartimento Prevenzione Sisp,STS,Piemonte
Domus Laetitiae Soc. Coop.Soci,RIA,Piemonte
Drive Through_Le Gru Di Grugli,STS,Piemonte
Drive Through_Parcheggio Avigl,STS,Piemonte
Drive Through_Parcheggio Conse,STS,Piemonte
Drive Through_Piazzetta Peano,STS,Piemonte
Ex Comunita' Montana Monte Ros,STS,Piemonte
G. A. Ponderano,STS,Piemonte
G. A. Vernato Biella,STS,Piemonte
G.A. Faccenda Anteo,STS,Piemonte
G.A.I. I Cedri,STS,Piemonte
Ga Villa Margherita Anteo,STS,Piemonte
"Giovanni Xxiii Srl ""Centro Don",RIA,Piemonte
Hub Nuvola Lavazza,STS,Piemonte
Il Margine Cascina Castagneto,STS,Piemonte
Istituto Sacra Famiglia,RIA,Piemonte
J Medical Centro Vaccinale,STS,Piemonte
Kongresshaus,STS,Piemonte
Palalancia Chivasso Somministr,STS,Piemonte
Polivalente Cossato - Mercato,STS,Piemonte
Polo Logistico Protezione Civi,STS,Piemonte
Privata_Castello Di Rivoli,STS,Piemonte
Punto Vaccinale Biagini Castig,STS,Piemonte
Punto Vaccinale C/O Casa Di Cu,STS,Piemonte
Punto Vaccinale Carignano Via,STS,Piemonte
Punto Vaccinale Carmagnola Ant,STS,Piemonte
Punto Vaccinale Centro Incontr,STS,Piemonte
Punto Vaccinale Chieri Sala Co,STS,Piemonte
Punto Vaccinale Covid _Allianz,STS,Piemonte
Punto Vaccinale Mmg Asl Al,STS,Piemonte
Punto Vaccinale Moncalieri For,STS,Piemonte
Punto Vaccinale Moncalieri Str,STS,Piemonte
Punto Vaccinale Nichelino Via,STS,Piemonte
Punto Vaccinale Strutture Resi,STS,Piemonte
Punto Vaccinale Via Farini - V,STS,Piemonte
Punto Vaccinale Via Michelange,STS,Piemonte
Punto Vaccinale Via San Rocco,STS,Piemonte
Punto Vaccinale Via Sesone - B,STS,Piemonte
Punto Vaccinale Vinovo P.Za 2,STS,Piemonte
Punto Vaccinale Vinovo Tetti R,STS,Piemonte
Pvt Castelnuovo Don Bosco,STS,Piemonte
Pvt Chieri Palavaccini,STS,Piemonte
Reale Hub Cv 19,STS,Piemonte
Scuola Media Innocenzo Ix - Ba,STS,Piemonte
Scuola Nazionale Federale Di E,STS,Piemonte
Sede Biverbanca Biella,STS,Piemonte
Uni.To Rettorato Punto Vaccina,STS,Piemonte
Unione Montana Valli Dell'Osso,STS,Piemonte
Vaccini Covid - Distretto Nord,STS,Piemonte
Vaccini Covid - Distretto Sud-,STS,Piemonte
Vaccini Covid Distretto Nord-O,STS,Piemonte
Vaccini Covid Popolazione - Si,STS,Piemonte
Vaccini Covid Sisp - Saviglian,STS,Piemonte
Villa Aglietta Anteo,STS,Piemonte
Amb. Audiol. Foniatr. Lecce,RIA,Puglia
Ambulatorio Galatina,RIA,Puglia
Ambulatorio Gallipoli,RIA,Puglia
Ambulatorio Martano,RIA,Puglia
"Ambulatorio Medico Mobile ""Camper"" Targato Gf084Ew",STS,Puglia
Ambulatorio Nardo',RIA,Puglia
Ambulatorio Poggiardo,RIA,Puglia
Ambulatorio Riab- Gagliano,RIA,Puglia
Ambulatorio Riab. Campi Sal.,RIA,Puglia
Ambulatorio Supersano,RIA,Puglia
Ambulatorio Trepuzzi,RIA,Puglia
Aps Angela Maria Sgobba,STS,Puglia
"Associaz. ""La Nostra Famiglia""",RIA,Puglia
C.R. Acquaviva Delle Fonti,RIA,Puglia
C.R. Polignano A Mare,RIA,Puglia
Capannone Complesso Ex Acait Tricase,STS,Puglia
Car Unico,RIA,Puglia
Casa Circondariale Lecce,STS,Puglia
Casa Di Cura' L. De Luca2 Srl,RIA,Puglia
"Casa Di Riposo ""Coniugi N. E M. Serinelli"" Squinzano",STS,Puglia
"Casa Di Riposo ""Madonna Dei Fiori"" Sannicola",STS,Puglia
"Casa Di Riposo ""Papa Giovanni Xxiii"" Galatone",STS,Puglia
"Casa Di Riposo ""Perrone M.V. E C."" Novoli",STS,Puglia
"Casa Di Riposo ""Suor Oblate Sant'Antonio Da Padova"" Novoli",STS,Puglia
"Casa Di Riposo/Pensionato ""Madonna Del Pane"" Novoli",STS,Puglia
Casa Per Anziani Il Sogno,STS,Puglia
"Casa Per La Vita ""Villa Miry"" Cutrofiano",STS,Puglia
"Casa Per La Vita Sorgente ""San Giorgio"" Santa Cesarea Terme",STS,Puglia
"Caserma ""Zappala'"" Lecce",STS,Puglia
Centri Riab. Pugl - Margherita,RIA,Puglia
Centri Riabilitazione P. Pio,RIA,Puglia
Centri Riabilitazione P.Pio,RIA,Puglia
Centro  Cesarano,RIA,Puglia
Centro  Riabilitazione P. Pio,RIA,Puglia
Centro Aggregazioni Giovanili -Spongano,STS,Puglia
"Centro Diurno Socio Educativo ""Nuova Itaca"" S.Pietro In Lama",STS,Puglia
"Centro Diurno Socio Educativo E Riabilitativo ""La Bussola"" Galatina",STS,Puglia
Centro Medico Riabilitaz. Vita,RIA,Puglia
Centro Polivalente Comunale -Galatina,STS,Puglia
"Centro Polivalente Per Disabili ""Fantasylandia Ability"" Veglie",STS,Puglia
Centro Riab. Ex Cpr Andria,RIA,Puglia
Centro Riab. Ex Cpr Barletta,RIA,Puglia
Centro Riab. Ex Cpr Bisceglie,RIA,Puglia
Centro Riab. Ex Cpr Canosa,RIA,Puglia
Centro Riab. Ex Cpr Minervino,RIA,Puglia
Centro Riab. Ex Cpr Spinazzola,RIA,Puglia
Centro Riab. Ex Cpr Trani,RIA,Puglia
Centro Riab. Fond. Turati,RIA,Puglia
Centro Riab. Madonna Libera,RIA,Puglia
Centro Riab. P.Pio Manfredonia,RIA,Puglia
Centro Riab. Pugl. S.Ferdinand,RIA,Puglia
Centro Riab. Pugl.-Trinitapoli,RIA,Puglia
Centro Riab.S.Giuseppe Biscegl,RIA,Puglia
Centro Riabil. Alberobello,RIA,Puglia
Centro Riabil. Carbonara,RIA,Puglia
Centro Riabil. Casamassima,RIA,Puglia
Centro Riabil. Castellana,RIA,Puglia
Centro Riabil. Conversano,RIA,Puglia
Centro Riabil. Gioia Del Colle,RIA,Puglia
Centro Riabil. Mola Di Bari,RIA,Puglia
Centro Riabil. Monopoli,RIA,Puglia
Centro Riabil. Noicattaro,RIA,Puglia
Centro Riabil. P.Pio Orta Nova,RIA,Puglia
Centro Riabil. Putignano,RIA,Puglia
Centro Riabil. Rutigliano,RIA,Puglia
Centro Riabil. S.Spirito,RIA,Puglia
Centro Riabil. Sammichele,RIA,Puglia
Centro Riabil. Santeram0 1,RIA,Puglia
Centro Riabil. Triggiano,RIA,Puglia
Centro Riabilit. Pol. S.Maria,RIA,Puglia
Centro Riabilitazione Altamura,RIA,Puglia
Centro Riabilitazione Bitonto,RIA,Puglia
Centro Riabilitazione Bitritto,RIA,Puglia
Centro Riabilitazione Cassano,RIA,Puglia
Centro Riabilitazione Corato,RIA,Puglia
Centro Riabilitazione D.S.S.8,RIA,Puglia
Centro Riabilitazione Ex Cto,RIA,Puglia
Centro Riabilitazione Giovinaz,RIA,Puglia
Centro Riabilitazione Gravina,RIA,Puglia
Centro Riabilitazione Molfetta,RIA,Puglia
Centro Riabilitazione Noci,RIA,Puglia
Centro Riabilitazione P.Pio,RIA,Puglia
Centro Riabilitazione Ruvo P,RIA,Puglia
Centro Riabilitazione S.Paolo,RIA,Puglia
Centro Riabilitazione Terlizzi,RIA,Puglia
Centro Riabilitazione Toritto,RIA,Puglia
Centro Riabilitazione Turi,RIA,Puglia
Centro Vaccinale C/O Centro Anziani,STS,Puglia
Centro Vaccinale C/O Centro Anziani - Bozzano,STS,Puglia
Centro Vaccinale C/O Centro Commerciale Conforama,STS,Puglia
Centro Vaccinale C/O Centro Educazione Ambientale,STS,Puglia
Centro Vaccinale C/O Chiostro Dei Frati Minori Osservanti,STS,Puglia
Centro Vaccinale C/O Contenitore Culturale  ¿Don Giuseppe Vinci¿,STS,Puglia
Centro Vaccinale C/O Istituto Marconi - Flacco,STS,Puglia
Centro Vaccinale C/O Istituto Tecnico Commerciale Valzani,STS,Puglia
Centro Vaccinale C/O Nave  Aida Blu,STS,Puglia
Centro Vaccinale C/O Nave Explorer,STS,Puglia
Centro Vaccinale C/O Nave Norwegian Down,STS,Puglia
Centro Vaccinale C/O Nave Norwegian Spirit,STS,Puglia
Centro Vaccinale C/O Palazzetto Dello Sport,STS,Puglia
Centro Vaccinale C/O Palazzetto Dello Sport ¿Palagentile¿,STS,Puglia
Centro Vaccinale C/O Palestra Leonardo Da Vinci,STS,Puglia
Centro Vaccinale C/O Palestra Scuola De Amicis,STS,Puglia
Centro Vaccinale C/O Palestra Scuola Falcone,STS,Puglia
Centro Vaccinale C/O Palestra Scuola Media A. Manzoni,STS,Puglia
Centro Vaccinale C/O Palestra Scuola Media G. Mazzini,STS,Puglia
Centro Vaccinale C/O Palestra Scuola Primaria Valesium,STS,Puglia
Centro Vaccinale C/O Plesso Scolastico,STS,Puglia
Centro Vaccinale C/O Pressostatico,STS,Puglia
Centro Vaccinale C/O Scuola Primaria,STS,Puglia
Centro Vaccinale C/O Struttura Comunale Istituto Pio Caterina Scazzeri,STS,Puglia
Centro Vaccinale C/O Truttura Tensostatica,STS,Puglia
Centro Vaccinale Hub 1,STS,Puglia
Centro Vaccinale Hub 10,STS,Puglia
Centro Vaccinale Hub 11,STS,Puglia
Centro Vaccinale Hub 12,STS,Puglia
Centro Vaccinale Hub 13,STS,Puglia
Centro Vaccinale Hub 14,STS,Puglia
Centro Vaccinale Hub 15,STS,Puglia
Centro Vaccinale Hub 16,STS,Puglia
Centro Vaccinale Hub 17,STS,Puglia
Centro Vaccinale Hub 18,STS,Puglia
Centro Vaccinale Hub 19,STS,Puglia
Centro Vaccinale Hub 2,STS,Puglia
Centro Vaccinale Hub 20,STS,Puglia
Centro Vaccinale Hub 21,STS,Puglia
Centro Vaccinale Hub 22,STS,Puglia
Centro Vaccinale Hub 23,STS,Puglia
Centro Vaccinale Hub 24,STS,Puglia
Centro Vaccinale Hub 25,STS,Puglia
Centro Vaccinale Hub 26,STS,Puglia
Centro Vaccinale Hub 3,STS,Puglia
Centro Vaccinale Hub 4,STS,Puglia
Centro Vaccinale Hub 6,STS,Puglia
Centro Vaccinale Hub 7,STS,Puglia
Centro Vaccinale Hub 8,STS,Puglia
Centro Vaccinale Hub 9,STS,Puglia
"Centro Vaccinaz. Centro Servizi, Lotto B - San Ferdinando Di P.",STS,Puglia
Centro Vaccinaz. Pala Assi - Trani,STS,Puglia
Centro Vaccinaz. Palacosmai - Bisceglie,STS,Puglia
Centro Vaccinaz. Paladisfida - Barletta,STS,Puglia
Centro Vaccinaz. Palazzetto Dello Sport - Canosa Di Puglia,STS,Puglia
Centro Vaccinaz. Palazzetto Dello Sport - Minervino Murge,STS,Puglia
Centro Vaccinaz. Palestra Scuola Elementare Don Milani -Trinitapoli,STS,Puglia
Centro Vaccinaz. Sala Innocenzo Xii - Spinazzola,STS,Puglia
Centro Vaccinaz. Scuola Media Pascoli - Margherita Di S.Avoia,STS,Puglia
Centro Vaccinaz. Struttura Polivalente San Valentino - Andria,STS,Puglia
Centro Vaccinazione -  Erchie,STS,Puglia
Centro Vaccinazione -  Fasano,STS,Puglia
Centro Vaccinazione -  Francavilla F.Na,STS,Puglia
Centro Vaccinazione -  Latiano,STS,Puglia
Centro Vaccinazione -  Mesagne,STS,Puglia
Centro Vaccinazione -  Oria,STS,Puglia
Centro Vaccinazione -  Ostuni,STS,Puglia
Centro Vaccinazione -  San Michele S.No,STS,Puglia
Centro Vaccinazione -  San Pancrazio S.No,STS,Puglia
Centro Vaccinazione -  San Pietro V.Co,STS,Puglia
Centro Vaccinazione -  Torchiarolo,STS,Puglia
Centro Vaccinazione -  Villa Castelli,STS,Puglia
Centro Vaccinazione - Carovigno,STS,Puglia
Centro Vaccinazione - Ceglie M.Ca,STS,Puglia
Centro Vaccinazione - Cisternino,STS,Puglia
Centro Vaccinazione - Di Summa,STS,Puglia
Centro Vaccinazione - Perrino,STS,Puglia
Centro Vaccinazione - San Donaci,STS,Puglia
Centro Vaccinazione - San Vito Dei N.,STS,Puglia
Centro Vaccinazione - Torre Santa Susanna,STS,Puglia
Cittadella Della Salute Presicce,STS,Puglia
"Comunita' Alloggio Per Anziani ""Santa Maria"" Cocumola",STS,Puglia
"Comunita' Educativa Per Minori ""Ambaraba'"" Carmiano",STS,Puglia
Dart - Utr N. 1,RIA,Puglia
Dart - Utr N. 2,RIA,Puglia
Dart - Utr N. 7,RIA,Puglia
Dart Dipart. Ass. Riab. Territ,RIA,Puglia
Dart- Utr N .6,RIA,Puglia
Dart- Utr N. 5,RIA,Puglia
Dip. Riab. Età Adulta,RIA,Puglia
Direzione Dipartimento Di Prevenzione - Ambulatorio Vaccinale,STS,Puglia
"Edificio Comunale ""Mercato Delle Idee"" Muro Leccese",STS,Puglia
"Edificio Scolastico ""M. Montessori"" Taurisano",STS,Puglia
Euroitalia - Casarano,RIA,Puglia
Ex Centro Sociale -Parabita,STS,Puglia
Ex Scuola Materna -Collepasso,STS,Puglia
Frangi Centro Riabilitazione,RIA,Puglia
"Gruppo Appartamento ""Azalea"" Veglie",STS,Puglia
"Gruppo Appartamento ""Convivendo"" Squinzano",STS,Puglia
"Gruppo Appartamento ""Gli Anni D'Oro"" Copertino",STS,Puglia
"Gruppo Appartamento ""La Casa Di Squinzano"" Squinzano",STS,Puglia
"Gruppo Appartamento ""Mamma Maria"" Squinzano",STS,Puglia
"Gruppo Appartamento ""Nuova Vita"" Squinzano ",STS,Puglia
"Gruppo Appartamento ""Vivimi"" Squinzano",STS,Puglia
Gruppo Appartamento 'Casa Del Nonno' Andrano,STS,Puglia
Gruppo Appartamento 'Nonni A Colori' Andrano,STS,Puglia
Hub Centro Commerciale 'Porte Dello Ionio' Taranto,STS,Puglia
Hub Ginosa Palazzetto Dello Sport,STS,Puglia
Hub Grottaglie Palazzetto Sport 'Alessandro Marinelli',STS,Puglia
Hub Manduria Liceo De Sanctis Galilei,STS,Puglia
Hub Massafra Palazzetto Dello Sport 'Giovanni Paolo Ii',STS,Puglia
Hub Taranto Arsenale Marina Militare,STS,Puglia
Hub Taranto Istituto Comprensivo 'Aldo Moro',STS,Puglia
Hub Taranto Palazzetto Comunale Ex Ricciardi,STS,Puglia
Hub Taranto Svam - Scuola Volontari Aeronautica Militare,STS,Puglia
Ist Riab Padri Trinitari,RIA,Puglia
Ist. Quarto Di Palo - Andria,RIA,Puglia
Istituti Scolastici E Università Comune Bari Provincia Ba Nome Punto Policlinico,STS,Puglia
Istituti Scolastici E Universita' Provincia Taranto,STS,Puglia
Istituto Oblate Di Nazareth,STS,Puglia
Istituto S. Agostino C.R.,RIA,Puglia
Istituto Santa Chiara Srl Lecc,RIA,Puglia
