CODICE REGIONE,DENOMINAZIONE REGIONE,CODICE AZIENDA,DENOMINAZIONE AZIENDA,INDIRIZZO,CAP,COMUNE
50,Veneto,501,Azienda Ulss N.1 Dolomiti,Via Feltre 57,32100,Belluno
50,Veneto,501,Azienda Ulss N.1 Dolomiti,Via Feltre 57,32100,Belluno
50,Veneto,501,Azienda Ulss N.1 Dolomiti,Via Feltre 57,32100,Belluno
50,Veneto,501,Azienda Ulss N.1 Dolomiti,Via Feltre 57,32100,Belluno
50,Veneto,501,Azienda Ulss N.1 Dolomiti,Via Feltre 57,32100,Belluno
50,Veneto,502,Azienda Ulss N.2 Marca Trevigiana,Via S. Ambrogio In Fiera 37,31100,Treviso
50,Veneto,502,Azienda Ulss N.2 Marca Trevigiana,Via S. Ambrogio In Fiera 37,31100,Treviso
50,Veneto,502,Azienda Ulss N.2 Marca Trevigiana,Via S. Ambrogio In Fiera 37,31100,Treviso
50,Veneto,502,Azienda Ulss N.2 Marca Trevigiana,Via S. Ambrogio In Fiera 37,31100,Treviso
50,Veneto,502,Azienda Ulss N.2 Marca Trevigiana,Via S. Ambrogio In Fiera 37,31100,Treviso
50,Veneto,503,Azienda Ulss N.3 Serenissima,Via Don Federico Tosatto 147,30174,Venezia
50,Veneto,503,Azienda Ulss N.3 Serenissima,Via Don Federico Tosatto 147,30174,Venezia
50,Veneto,503,Azienda Ulss N.3 Serenissima,Via Don Federico Tosatto 147,30174,Venezia
50,Veneto,503,Azienda Ulss N.3 Serenissima,Via Don Federico Tosatto 147,30174,Venezia
50,Veneto,503,Azienda Ulss N.3 Serenissima,Via Don Federico Tosatto 147,30174,Venezia
50,Veneto,504,Azienda Ulss N.4 Veneto Orientale,P.Zza De Gasperi 5,30027,San Dona' Di Piave
50,Veneto,504,Azienda Ulss N.4 Veneto Orientale,P.Zza De Gasperi 5,30027,San Dona' Di Piave
50,Veneto,504,Azienda Ulss N.4 Veneto Orientale,P.Zza De Gasperi 5,30027,San Dona' Di Piave
50,Veneto,504,Azienda Ulss N.4 Veneto Orientale,P.Zza De Gasperi 5,30027,San Dona' Di Piave
50,Veneto,504,Azienda Ulss N.4 Veneto Orientale,P.Zza De Gasperi 5,30027,San Dona' Di Piave
50,Veneto,505,Azienda Ulss N.5 Polesana,V.Le Tre Martiri 89,45100,Rovigo
50,Veneto,505,Azienda Ulss N.5 Polesana,V.Le Tre Martiri 89,45100,Rovigo
50,Veneto,505,Azienda Ulss N.5 Polesana,V.Le Tre Martiri 89,45100,Rovigo
50,Veneto,505,Azienda Ulss N.5 Polesana,V.Le Tre Martiri 89,45100,Rovigo
50,Veneto,505,Azienda Ulss N.5 Polesana,V.Le Tre Martiri 89,45100,Rovigo
50,Veneto,506,Azienda Ulss N.6 Euganea,Via E. Degli Scrovegni 14,35131,Padova
50,Veneto,506,Azienda Ulss N.6 Euganea,Via E. Degli Scrovegni 14,35131,Padova
50,Veneto,506,Azienda Ulss N.6 Euganea,Via E. Degli Scrovegni 14,35131,Padova
50,Veneto,506,Azienda Ulss N.6 Euganea,Via E. Degli Scrovegni 14,35131,Padova
50,Veneto,506,Azienda Ulss N.6 Euganea,Via E. Degli Scrovegni 14,35131,Padova
50,Veneto,507,Azienda Ulss N.7 Pedemontana,Via Dei Lotti 40,36061,Bassano Del Grappa
50,Veneto,507,Azienda Ulss N.7 Pedemontana,Via Dei Lotti 40,36061,Bassano Del Grappa
50,Veneto,507,Azienda Ulss N.7 Pedemontana,Via Dei Lotti 40,36061,Bassano Del Grappa
50,Veneto,507,Azienda Ulss N.7 Pedemontana,Via Dei Lotti 40,36061,Bassano Del Grappa
50,Veneto,507,Azienda Ulss N.7 Pedemontana,Via Dei Lotti 40,36061,Bassano Del Grappa
50,Veneto,508,Azienda Ulss N.8 Berica,V.Le Rodolfi 37,36100,Vicenza
50,Veneto,508,Azienda Ulss N.8 Berica,V.Le Rodolfi 37,36100,Vicenza
50,Veneto,508,Azienda Ulss N.8 Berica,V.Le Rodolfi 37,36100,Vicenza
50,Veneto,508,Azienda Ulss N.8 Berica,V.Le Rodolfi 37,36100,Vicenza
50,Veneto,508,Azienda Ulss N.8 Berica,V.Le Rodolfi 37,36100,Vicenza
50,Veneto,509,Azienda Ulss N.9 Scaligera,Via Valverde 42,37122,Verona
50,Veneto,509,Azienda Ulss N.9 Scaligera,Via Valverde 42,37122,Verona
50,Veneto,509,Azienda Ulss N.9 Scaligera,Via Valverde 42,37122,Verona
50,Veneto,509,Azienda Ulss N.9 Scaligera,Via Valverde 42,37122,Verona
50,Veneto,509,Azienda Ulss N.9 Scaligera,Via Valverde 42,37122,Verona
80,Emilia Romagna,105,Azienda Usl Bologna,Via Castiglione 29,40124,Bologna
80,Emilia Romagna,105,Azienda Usl Bologna,Via Castiglione 29,40124,Bologna
80,Emilia Romagna,105,Azienda Usl Bologna,Via Castiglione 29,40124,Bologna
80,Emilia Romagna,105,Azienda Usl Bologna,Via Castiglione 29,40124,Bologna
80,Emilia Romagna,105,Azienda Usl Bologna,Via Castiglione 29,40124,Bologna
80,Emilia Romagna,105,Azienda Usl Bologna,Via Castiglione 29,40124,Bologna
80,Emilia Romagna,105,Azienda Usl Bologna,Via Castiglione 29,40124,Bologna
80,Emilia Romagna,105,Azienda Usl Bologna,Via Castiglione 29,40124,Bologna
80,Emilia Romagna,105,Azienda Usl Bologna,Via Castiglione 29,40124,Bologna
80,Emilia Romagna,105,Azienda Usl Bologna,Via Castiglione 29,40124,Bologna
80,Emilia Romagna,105,Azienda Usl Bologna,Via Castiglione 29,40124,Bologna
80,Emilia Romagna,105,Azienda Usl Bologna,Via Castiglione 29,40124,Bologna
80,Emilia Romagna,112,Azienda Usl Cesena,P.Zza Leonardo Sciascia 111/2,47522,Cesena
80,Emilia Romagna,112,Azienda Usl Cesena,P.Zza Leonardo Sciascia 111/2,47522,Cesena
80,Emilia Romagna,112,Azienda Usl Cesena,P.Zza Leonardo Sciascia 111/2,47522,Cesena
80,Emilia Romagna,112,Azienda Usl Cesena,P.Zza Leonardo Sciascia 111/2,47522,Cesena
80,Emilia Romagna,114,Azienda Usl Della Asl Romagna,Via De Gasperi 8,48100,Ravenna
80,Emilia Romagna,114,Azienda Usl Della Asl Romagna,Via De Gasperi 8,48100,Ravenna
80,Emilia Romagna,114,Azienda Usl Della Asl Romagna,Via De Gasperi 8,48100,Ravenna
80,Emilia Romagna,114,Azienda Usl Della Asl Romagna,Via De Gasperi 8,48100,Ravenna
80,Emilia Romagna,114,Azienda Usl Della Asl Romagna,Via De Gasperi 8,48100,Ravenna
80,Emilia Romagna,114,Azienda Usl Della Asl Romagna,Via De Gasperi 8,48100,Ravenna
80,Emilia Romagna,114,Azienda Usl Della Asl Romagna,Via De Gasperi 8,48100,Ravenna
80,Emilia Romagna,114,Azienda Usl Della Asl Romagna,Via De Gasperi 8,48100,Ravenna
80,Emilia Romagna,109,Azienda Usl Ferrara,Via A.Cassoli 30,44100,Ferrara
80,Emilia Romagna,109,Azienda Usl Ferrara,Via A.Cassoli 30,44100,Ferrara
80,Emilia Romagna,109,Azienda Usl Ferrara,Via A.Cassoli 30,44121,Ferrara
80,Emilia Romagna,109,Azienda Usl Ferrara,Via A.Cassoli 30,44121,Ferrara
80,Emilia Romagna,109,Azienda Usl Ferrara,Via A.Cassoli 30,44121,Ferrara
80,Emilia Romagna,109,Azienda Usl Ferrara,Via A.Cassoli 30,44121,Ferrara
80,Emilia Romagna,109,Azienda Usl Ferrara,Via A.Cassoli 30,44121,Ferrara
80,Emilia Romagna,109,Azienda Usl Ferrara,Via A.Cassoli 30,44121,Ferrara
80,Emilia Romagna,109,Azienda Usl Ferrara,Via A.Cassoli 30,44121,Ferrara
80,Emilia Romagna,109,Azienda Usl Ferrara,Via A.Cassoli 30,44121,Ferrara
80,Emilia Romagna,109,Azienda Usl Ferrara,Via A.Cassoli 30,44121,Ferrara
80,Emilia Romagna,109,Azienda Usl Ferrara,Via A.Cassoli 30,44121,Ferrara
80,Emilia Romagna,111,Azienda Usl Forli',Corso Repubblica 171/D,47100,Forli'
80,Emilia Romagna,111,Azienda Usl Forli',Corso Repubblica 171/D,47100,Forli'
80,Emilia Romagna,111,Azienda Usl Forli',Corso Repubblica 171/D,47100,Forli'
80,Emilia Romagna,111,Azienda Usl Forli',Corso Repubblica 171/D,47100,Forli'
80,Emilia Romagna,106,Azienda Usl Imola,Viale  Amendola 2,40026,Imola
80,Emilia Romagna,106,Azienda Usl Imola,Viale  Amendola 2,40026,Imola
80,Emilia Romagna,106,Azienda Usl Imola,Viale  Amendola 2,40026,Imola
80,Emilia Romagna,106,Azienda Usl Imola,Viale  Amendola 2,40026,Imola
80,Emilia Romagna,106,Azienda Usl Imola,Viale  Amendola 2,40026,Imola
80,Emilia Romagna,106,Azienda Usl Imola,Viale  Amendola 2,40026,Imola
80,Emilia Romagna,106,Azienda Usl Imola,Viale  Amendola 2,40026,Imola
80,Emilia Romagna,106,Azienda Usl Imola,Viale  Amendola 2,40026,Imola
80,Emilia Romagna,106,Azienda Usl Imola,Viale  Amendola 2,40026,Imola
80,Emilia Romagna,106,Azienda Usl Imola,Viale  Amendola 2,40026,Imola
80,Emilia Romagna,106,Azienda Usl Imola,Viale  Amendola 2,40026,Imola
80,Emilia Romagna,106,Azienda Usl Imola,Viale  Amendola 2,40026,Imola
80,Emilia Romagna,104,Azienda Usl Modena,Via S.Giovanni Del Cantone 23,41100,Modena
80,Emilia Romagna,104,Azienda Usl Modena,Via S.Giovanni Del Cantone 23,41100,Modena
80,Emilia Romagna,104,Azienda Usl Modena,Via S.Giovanni Del Cantone 23,41100,Modena
80,Emilia Romagna,104,Azienda Usl Modena,Via S.Giovanni Del Cantone 23,41100,Modena
80,Emilia Romagna,104,Azienda Usl Modena,Via S.Giovanni Del Cantone 23,41100,Modena
80,Emilia Romagna,104,Azienda Usl Modena,Via S.Giovanni Del Cantone 23,41100,Modena
80,Emilia Romagna,104,Azienda Usl Modena,Via S.Giovanni Del Cantone 23,41100,Modena
80,Emilia Romagna,104,Azienda Usl Modena,Via S.Giovanni Del Cantone 23,41100,Modena
80,Emilia Romagna,104,Azienda Usl Modena,Via S.Giovanni Del Cantone 23,41100,Modena
80,Emilia Romagna,104,Azienda Usl Modena,Via S.Giovanni Del Cantone 23,41100,Modena
80,Emilia Romagna,104,Azienda Usl Modena,Via S.Giovanni Del Cantone 23,41100,Modena
80,Emilia Romagna,104,Azienda Usl Modena,Via S.Giovanni Del Cantone 23,41100,Modena
80,Emilia Romagna,102,Azienda Usl Paasl Roma Rma,Strada Del Quartiere 2/A,43123,Parma
80,Emilia Romagna,102,Azienda Usl Paasl Roma Rma,Strada Del Quartiere 2/A,43123,Parma
80,Emilia Romagna,102,Azienda Usl Paasl Roma Rma,Strada Del Quartiere 2/A,43123,Parma
80,Emilia Romagna,102,Azienda Usl Paasl Roma Rma,Strada Del Quartiere 2/A,43123,Parma
80,Emilia Romagna,102,Azienda Usl Paasl Roma Rma,Strada Del Quartiere 2/A,43123,Parma
80,Emilia Romagna,102,Azienda Usl Paasl Roma Rma,Strada Del Quartiere 2/A,43123,Parma
80,Emilia Romagna,102,Azienda Usl Paasl Roma Rma,Strada Del Quartiere 2/A,43123,Parma
80,Emilia Romagna,102,Azienda Usl Paasl Roma Rma,Strada Del Quartiere 2/A,43123,Parma
80,Emilia Romagna,102,Azienda Usl Paasl Roma Rma,Strada Del Quartiere 2/A,43123,Parma
80,Emilia Romagna,102,Azienda Usl Paasl Roma Rma,Strada Del Quartiere 2/A,43123,Parma
80,Emilia Romagna,102,Azienda Usl Paasl Roma Rma,Strada Del Quartiere 2/A,43123,Parma
80,Emilia Romagna,102,Azienda Usl Paasl Roma Rma,Strada Del Quartiere 2/A,43123,Parma
80,Emilia Romagna,101,Azienda Usl Piacenza,Corso Vittorio Emanuele Ii° 169,29100,Piacenza
80,Emilia Romagna,101,Azienda Usl Piacenza,Via Antonio Anguissola 15,29121,Piacenza
80,Emilia Romagna,101,Azienda Usl Piacenza,Via Antonio Anguissola 15,29121,Piacenza
80,Emilia Romagna,101,Azienda Usl Piacenza,Via Antonio Anguissola 15,29121,Piacenza
80,Emilia Romagna,101,Azienda Usl Piacenza,Via Antonio Anguissola 15,29121,Piacenza
80,Emilia Romagna,101,Azienda Usl Piacenza,Via Antonio Anguissola 15,29121,Piacenza
80,Emilia Romagna,101,Azienda Usl Piacenza,Via Antonio Anguissola 15,29121,Piacenza
80,Emilia Romagna,101,Azienda Usl Piacenza,Via Antonio Anguissola 15,29121,Piacenza
80,Emilia Romagna,101,Azienda Usl Piacenza,Via Antonio Anguissola 15,29121,Piacenza
80,Emilia Romagna,101,Azienda Usl Piacenza,Via Antonio Anguissola 15,29121,Piacenza
80,Emilia Romagna,101,Azienda Usl Piacenza,Via Antonio Anguissola 15,29121,Piacenza
80,Emilia Romagna,101,Azienda Usl Piacenza,Via Antonio Anguissola 15,29121,Piacenza
80,Emilia Romagna,110,Azienda Usl Ravenna,Via A. De Gasperi 8,48100,Ravenna
80,Emilia Romagna,110,Azienda Usl Ravenna,Via A. De Gasperi 8,48100,Ravenna
80,Emilia Romagna,110,Azienda Usl Ravenna,Via A. De Gasperi 8,48100,Ravenna
80,Emilia Romagna,110,Azienda Usl Ravenna,Via A. De Gasperi 8,48100,Ravenna
80,Emilia Romagna,103,Azienda Usl Reggio Emilia,Via Amendola 2,42122,Reggio Nell'Emilia
80,Emilia Romagna,103,Azienda Usl Reggio Emilia,Via Amendola 2,42122,Reggio Nell'Emilia
80,Emilia Romagna,103,Azienda Usl Reggio Emilia,Via Amendola 2,42122,Reggio Nell'Emilia
80,Emilia Romagna,103,Azienda Usl Reggio Emilia,Via Amendola 2,42122,Reggio Nell'Emilia
80,Emilia Romagna,103,Azienda Usl Reggio Emilia,Via Amendola 2,42122,Reggio Nell'Emilia
80,Emilia Romagna,103,Azienda Usl Reggio Emilia,Via Amendola 2,42122,Reggio Nell'Emilia
80,Emilia Romagna,103,Azienda Usl Reggio Emilia,Via Amendola 2,42122,Reggio Nell'Emilia
80,Emilia Romagna,103,Azienda Usl Reggio Emilia,Via Amendola 2,42122,Reggio Nell'Emilia
80,Emilia Romagna,103,Azienda Usl Reggio Emilia,Via Amendola 2,42122,Reggio Nell'Emilia
80,Emilia Romagna,103,Azienda Usl Reggio Emilia,Via Amendola 2,42122,Reggio Nell'Emilia
80,Emilia Romagna,103,Azienda Usl Reggio Emilia,Via Amendola 2,42122,Reggio Nell'Emilia
80,Emilia Romagna,103,Azienda Usl Reggio Emilia,Via Amendola 2,42122,Reggio Nell'Emilia
80,Emilia Romagna,113,Azienda Usl Rimini,Via Coriano 38,47037,Rimini
80,Emilia Romagna,113,Azienda Usl Rimini,Via Coriano 38,47037,Rimini
80,Emilia Romagna,113,Azienda Usl Rimini,Via Coriano 38,47037,Rimini
80,Emilia Romagna,113,Azienda Usl Rimini,Via Coriano 38,47037,Rimini
90,Toscana,201,Azienda Usl Toscana Centro,Piazza Santa Maria Nuova 1,50122,Firenze
90,Toscana,201,Azienda Usl Toscana Centro,Piazza Santa Maria Nuova 1,50122,Firenze
90,Toscana,201,Azienda Usl Toscana Centro,Piazza Santa Maria Nuova 1,50122,Firenze
90,Toscana,201,Azienda Usl Toscana Centro,Piazza Santa Maria Nuova 1,50122,Firenze
90,Toscana,201,Azienda Usl Toscana Centro,Piazza Santa Maria Nuova 1,50122,Firenze
90,Toscana,201,Azienda Usl Toscana Centro,Piazza Santa Maria Nuova 1,50122,Firenze
90,Toscana,202,Azienda Usl Toscana Nord-Ovest,Via Cocchi 7/9,56124,Pisa
90,Toscana,202,Azienda Usl Toscana Nord-Ovest,Via Cocchi 7/9,56124,Pisa
90,Toscana,202,Azienda Usl Toscana Nord-Ovest,Via Cocchi 7/9,56124,Pisa
90,Toscana,202,Azienda Usl Toscana Nord-Ovest,Via Cocchi 7/9,56124,Pisa
90,Toscana,202,Azienda Usl Toscana Nord-Ovest,Via Cocchi 7/9,56124,Pisa
90,Toscana,202,Azienda Usl Toscana Nord-Ovest,Via Cocchi 7/9,56124,Pisa
90,Toscana,203,Azienda Usl Toscana Sud-Est,Via Curtatone 54,52100,Arezzo
90,Toscana,203,Azienda Usl Toscana Sud-Est,Via Curtatone 54,52100,Arezzo
90,Toscana,203,Azienda Usl Toscana Sud-Est,Via Curtatone 54,52100,Arezzo
90,Toscana,203,Azienda Usl Toscana Sud-Est,Via Curtatone 54,52100,Arezzo
90,Toscana,203,Azienda Usl Toscana Sud-Est,Via Curtatone 54,52100,Arezzo
90,Toscana,203,Azienda Usl Toscana Sud-Est,Via Curtatone 54,52100,Arezzo
60,Friuli Venezia Giulia,105,Aas Bassa Friulana,Via Natisone-Fraz. Jalmicco,33057,Palmanova
60,Friuli Venezia Giulia,105,Aas Bassa Friulana,Via Natisone-Fraz. Jalmicco,33057,Palmanova
60,Friuli Venezia Giulia,105,Aas Bassa Friulana,Via Natisone 11,33057,Palmanova
60,Friuli Venezia Giulia,105,Aas Bassa Friulana,Via Natisone 11,33057,Palmanova
60,Friuli Venezia Giulia,105,Aas Bassa Friulana,Via Natisone 11,33057,Palmanova
60,Friuli Venezia Giulia,202,Aas Bassa Friulana - Isontina,Via Vittorio Veneto 174,34170,Gorizia
60,Friuli Venezia Giulia,202,Aas Bassa Friulana - Isontina,Via Vittorio Veneto 174,34170,Gorizia
60,Friuli Venezia Giulia,202,Aas Bassa Friulana - Isontina,Via Vittorio Veneto 174,34170,Gorizia
60,Friuli Venezia Giulia,202,Aas Bassa Friulana - Isontina,Via Vittorio Veneto 174,34170,Gorizia
60,Friuli Venezia Giulia,202,Aas Bassa Friulana - Isontina,Via Vittorio Veneto 174,34170,Gorizia
50,Veneto,103,Aulss Bassano Del Grappa,Via Dei Lotti 40,36061,Bassano Del Grappa
50,Veneto,103,Aulss Bassano Del Grappa,Via Dei Lotti 40,36061,Bassano Del Grappa
50,Veneto,103,Aulss Bassano Del Grappa,Via Dei Lotti 40,36061,Bassano Del Grappa
50,Veneto,103,Aulss Bassano Del Grappa,Via Dei Lotti 40,36061,Bassano Del Grappa
50,Veneto,103,Aulss Bassano Del Grappa,Via Dei Lotti 40,36061,Bassano Del Grappa
50,Veneto,103,Aulss Bassano Del Grappa,Via Dei Lotti 40,36061,Bassano Del Grappa
50,Veneto,103,Aulss Bassano Del Grappa,Via Dei Lotti 40,36061,Bassano Del Grappa
50,Veneto,101,Aulss Belluno,Via Feltre  57,32100,Belluno
50,Veneto,101,Aulss Belluno,Via Feltre  57,32100,Belluno
50,Veneto,101,Aulss Belluno,Via Feltre 57,32100,Belluno
50,Veneto,101,Aulss Belluno,Via Feltre 57,32100,Belluno
50,Veneto,101,Aulss Belluno,Via Feltre 57,32100,Belluno
50,Veneto,101,Aulss Belluno,Via Feltre 57,32100,Belluno
50,Veneto,101,Aulss Belluno,Via Feltre 57,32100,Belluno
10,Piemonte,207,Asl Biella,Via Marconi 23,13900,Biella
10,Piemonte,207,Asl Biella,Via Marconi 23,13900,Biella
10,Piemonte,207,Asl Biella,Via Marconi 23,13900,Biella
10,Piemonte,207,Asl Biella,Via Marconi 23,13900,Biella
10,Piemonte,207,Asl Biella,Via Marconi 23,13900,Biella
10,Piemonte,207,Asl Biella,Via Marconi 23,13900,Biella
10,Piemonte,207,Asl Biella,Via Dei Ponderanesi 2,13875,Ponderano
10,Piemonte,207,Asl Biella,Via Dei Ponderanesi 2,13875,Ponderano
10,Piemonte,207,Asl Biella,Via Dei Ponderanesi 2,13875,Ponderano
10,Piemonte,207,Asl Biella,Via Dei Ponderanesi 2,13875,Ponderano
10,Piemonte,207,Asl Biella,Via Dei Ponderanesi 2,13875,Ponderano
10,Piemonte,207,Asl Biella,Via Dei Ponderanesi 2,13875,Ponderano
50,Veneto,122,Asl Bussolengo,Via Citella 52,37012,Bussolengo
50,Veneto,122,Asl Bussolengo,Via Citella 52,37012,Bussolengo
50,Veneto,122,Asl Bussolengo,Via Citella 0,37012,Bussolengo
50,Veneto,122,Asl Bussolengo,Via Citella 0,37012,Bussolengo
50,Veneto,122,Asl Bussolengo,C. A. Dalla Chiesa 0,37012,Bussolengo
50,Veneto,122,Asl Bussolengo,C. A. Dalla Chiesa 0,37012,Bussolengo
50,Veneto,122,Asl Bussolengo,C. A. Dalla Chiesa 0,37012,Bussolengo
200,Sardegna,108,Asl Cagliari,Via Logudoro 17,9100,Cagliari
200,Sardegna,108,Asl Cagliari,Via Logudoro 17,9100,Cagliari
200,Sardegna,108,Asl Cagliari,Via Logudoro 17,9100,Cagliari
200,Sardegna,108,Asl Cagliari,Via Logudoro 17,9100,Cagliari
200,Sardegna,108,Asl Cagliari,Via Logudoro 17,9100,Cagliari
200,Sardegna,108,Asl Cagliari,Via Logudoro 17,9100,Cagliari
200,Sardegna,108,Asl Cagliari,Via Logudoro 17,9100,Cagliari
200,Sardegna,107,Assl Carbonia,Via Dalmazia,9016,Iglesias
200,Sardegna,107,Assl Carbonia,Via Dalmazia 83,9013,Carbonia
200,Sardegna,107,Assl Carbonia,Via Dalmazia 83,9013,Carbonia
200,Sardegna,107,Assl Carbonia,Via Dalmazia 83,9013,Carbonia
200,Sardegna,107,Assl Carbonia,Via Dalmazia 83,9013,Carbonia
200,Sardegna,107,Assl Carbonia,Via Dalmazia 83,9013,Carbonia
200,Sardegna,107,Assl Carbonia,Via Dalmazia 83,9013,Carbonia
70,Liguria,104,Asl Chiavarese,Via C.B.Ghio 9,16043,Chiavari
70,Liguria,104,Asl Chiavarese,Via C.B.Ghio 9,16043,Chiavari
70,Liguria,104,Asl Chiavarese,Via G.B.Ghio 9,16043,Chiavari
70,Liguria,104,Asl Chiavarese,Via G.B.Ghio 9,16043,Chiavari
70,Liguria,104,Asl Chiavarese,Via G.B.Ghio 9,16043,Chiavari
70,Liguria,104,Asl Chiavarese,Via G.B.Ghio 9,16043,Chiavari
70,Liguria,104,Asl Chiavarese,Via G.B.Ghio 9,16043,Chiavari
70,Liguria,104,Asl Chiavarese,Via G.B.Ghio 9,16043,Chiavari
70,Liguria,104,Asl Chiavarese,Via G.B.Ghio 9,16043,Chiavari
70,Liguria,104,Asl Chiavarese,Via G.B.Ghio 9,16043,Chiavari
70,Liguria,104,Asl Chiavarese,Via G.B.Ghio 9,16043,Chiavari
70,Liguria,104,Asl Chiavarese,Via G.B.Ghio 9,16043,Chiavari
50,Veneto,114,Aulss Chioggia,Strada Madonna Marina 500,30015,Chioggia
50,Veneto,114,Aulss Chioggia,Strada Madonna Marina 500,30015,Chioggia
50,Veneto,114,Aulss Chioggia,Strada Madonna Marina 500,30015,Chioggia
50,Veneto,114,Aulss Chioggia,Strada Madonna Marina 500,30015,Chioggia
50,Veneto,114,Aulss Chioggia,Strada Madonna Marina 500,30015,Chioggia
50,Veneto,114,Aulss Chioggia,Strada Madonna Marina 500,30015,Chioggia
50,Veneto,114,Aulss Chioggia,Strada Madonna Marina 500,30015,Chioggia
100,Umbria,101,Usl Citta' Di Castello,Via Luigi Angelini 10,6012,Citta` Di Castello
50,Veneto,115,Aulss Cittadella,Via Casa Di Ricovero  40,35010,Cittadella
50,Veneto,115,Aulss Cittadella,Via Casa Di Ricovero  40,35010,Cittadella
50,Veneto,115,Aulss Cittadella,Via Casa Di Ricovero 40,35013,Cittadella
50,Veneto,115,Aulss Cittadella,Via Casa Di Ricovero 40,35013,Cittadella
50,Veneto,115,Aulss Cittadella,Via Casa Di Ricovero 40,35013,Cittadella
50,Veneto,115,Aulss Cittadella,Via Casa Di Ricovero 40,35013,Cittadella
50,Veneto,115,Aulss Cittadella,Via Casa Di Ricovero 40,35013,Cittadella
10,Piemonte,210,Asl Cuneo Cn1,Via Carlo Boggio 12,12100,Cuneo
10,Piemonte,210,Asl Cuneo Cn1,Via Carlo Boggio 12,12100,Cuneo
10,Piemonte,210,Asl Cuneo Cn1,Via Carlo Boggio 12,12100,Cuneo
10,Piemonte,210,Asl Cuneo Cn1,Via Carlo Boggio 12,12100,Cuneo
10,Piemonte,210,Asl Cuneo Cn1,Via Carlo Boggio 12,12100,Cuneo
10,Piemonte,210,Asl Cuneo Cn1,Via Carlo Boggio 12,12100,Cuneo
10,Piemonte,210,Asl Cuneo Cn1,Via Carlo Boggio 12,12100,Cuneo
10,Piemonte,210,Asl Cuneo Cn1,Via Carlo Boggio 12,12100,Cuneo
10,Piemonte,210,Asl Cuneo Cn1,Via Carlo Boggio 12,12100,Cuneo
10,Piemonte,210,Asl Cuneo Cn1,Via Carlo Boggio 12,12100,Cuneo
10,Piemonte,210,Asl Cuneo Cn1,Via Carlo Boggio 12,12100,Cuneo
10,Piemonte,210,Asl Cuneo Cn1,Via Carlo Boggio 12,12100,Cuneo
10,Piemonte,211,Asl Cuneo Cn2,Via Vida 10,12051,Alba
10,Piemonte,211,Asl Cuneo Cn2,Via Vida 10,12051,Alba
10,Piemonte,211,Asl Cuneo Cn2,Via Vida 10,12051,Alba
10,Piemonte,211,Asl Cuneo Cn2,Via Vida 10,12051,Alba
10,Piemonte,211,Asl Cuneo Cn2,Via Vida 10,12051,Alba
10,Piemonte,211,Asl Cuneo Cn2,Via Vida 10,12051,Alba
10,Piemonte,211,Asl Cuneo Cn2,Via Vida 10,12051,Alba
10,Piemonte,211,Asl Cuneo Cn2,Via Vida 10,12051,Alba
10,Piemonte,211,Asl Cuneo Cn2,Via Vida 10,12051,Alba
10,Piemonte,211,Asl Cuneo Cn2,Via Vida 10,12051,Alba
10,Piemonte,211,Asl Cuneo Cn2,Via Vida 10,12051,Alba
10,Piemonte,211,Asl Cuneo Cn2,Via Vida 10,12051,Alba
90,Toscana,111,Ausl Empoli,P.Zza Xxiv Luglio 1,50053,Empoli
90,Toscana,111,Ausl Empoli,Via Dei Cappuccini 79,50053,Empoli
90,Toscana,111,Ausl Empoli,Via Dei Cappuccini 79,50053,Empoli
90,Toscana,111,Ausl Empoli,Via Dei Cappuccini 79,50053,Empoli
90,Toscana,111,Ausl Empoli,Via Dei Cappuccini 79,50053,Empoli
90,Toscana,111,Ausl Empoli,Via Dei Cappuccini 79,50053,Empoli
50,Veneto,117,Aulss Este Monselice Montagnana,Via G. Marconi 19,35043,Montagnana
50,Veneto,117,Aulss Este Monselice Montagnana,Via G. Marconi 19,35043,Montagnana
50,Veneto,102,Aulss Feltre,Via Bagnols Sur Ceze' 3,32032,Feltre
50,Veneto,102,Aulss Feltre,Via Bagnols Sur Ceze' 3,32032,Feltre
50,Veneto,102,Aulss Feltre,Via Bagnols Sur Ceze' 3,32032,Feltre
50,Veneto,102,Aulss Feltre,Via Bagnols Sur Ceze' 3,32032,Feltre
50,Veneto,102,Aulss Feltre,Via Bagnols Sur Ceze' 3,32032,Feltre
50,Veneto,102,Aulss Feltre,Via Bagnols Sur Ceze' 3,32032,Feltre
50,Veneto,102,Aulss Feltre,Via Bagnols Sur Ceze' 3,32032,Feltre
90,Toscana,110,Ausl Firenze,P.Zza S.Maria Nuova 1,50122,Firenze
90,Toscana,110,Ausl Firenze,P.Zza S.Maria Nuova 1,50122,Firenze
90,Toscana,110,Ausl Firenze,P.Zza S.Maria Nuova 1,50122,Firenze
90,Toscana,110,Ausl Firenze,P.Zza S.Maria Nuova 1,50122,Firenze
90,Toscana,110,Ausl Firenze,P.Zza S.Maria Nuova 1,50122,Firenze
90,Toscana,110,Ausl Firenze,P.Zza S.Maria Nuova 1,50122,Firenze
100,Umbria,103,Ausl Foligno,Piazza Giacomini 40,6034,Foligno
60,Friuli Venezia Giulia,204,As Friuli Centrale,Via Pozzuolo 330,33100,Udine
60,Friuli Venezia Giulia,204,As Friuli Centrale,Via Pozzuolo 330,33100,Udine
