denominazione_struttura,tipologia,nome_area
HUB VACCINALE AMAZON ITALIA,STS,Liguria
HUB VACCINALE ANSALDO ENERGIA,STS,Liguria
HUB VACCINALE IPLOM - Busalla,STS,Liguria
HUB VACCINALE TEATRO DELLA GIOVENTU',STS,Liguria
IL FAGGIO CARCARE,RIA,Liguria
IL FAGGIO COOP SOC. ONLUS,RIA,Liguria
IL FAGGIO COOP SOC. ONLUS,RIA,Liguria
IL FAGGIO COOP. SOCIALE,RIA,Liguria
IL FAGGIO COOP. SOCIALE,RIA,Liguria
IL FAGGIO ONLUS,RIA,Liguria
IL FAGGIO ONLUS,RIA,Liguria
'IL GRANELLO' - VARAZZE,RIA,Liguria
IL PONTE,RIA,Liguria
IL SORRISO,RIA,Liguria
IMPERIA - PALASALUTE CENTRO VACCINAZIONE COVID ,STS,Liguria
ISAH CENTRO DI RIAB. POLIVALEN,RIA,Liguria
ISOLABONA - CENTRO VACCINAZIONE COVID ,STS,Liguria
Ist. Chiossone - CAR Adulti,RIA,Liguria
Ist. Chiossone (CAR) x Minori,RIA,Liguria
IST. RIAB.'IL FAGGIO' - SV2,RIA,Liguria
Istituto CAMALDOLI - Don Orion,RIA,Liguria
ISTITUTO CASTAGNA PCDO - COVID,STS,Liguria
ISTITUTO MEDICO PED. BORGHETTO,RIA,Liguria
Istituto PAVERANO - Don Orione,RIA,Liguria
La Missione SZ Sez comatosi,RIA,Liguria
LA NOSTRA FAMIGLIA-VARAZZE,RIA,Liguria
Magazzini del Cotone,STS,Liguria
Missione la cometa,RIA,Liguria
MOLINI DI TRIORA - CENTRO VACCINAZIONE COVID,STS,Liguria
NUCCI NOVI CEPPELLINI,RIA,Liguria
NUOVA ASSISTENZA SOC. COOP SOC,RIA,Liguria
Opera G. Signori Ist S. PIETRO,RIA,Liguria
Palamare Pra,STS,Liguria
PERINALDO - CENTRO VACCINAZIONE COVID ,STS,Liguria
PIEVE DI TECO - CENTRO VACCINAZIONE COVID,STS,Liguria
PIGNA - CENTRO VACCINAZIONI COVID,STS,Liguria
PINETA MARINA - COVID,STS,Liguria
POLIAMBULATORIO SAN SIRO,STS,Liguria
Pres. Riab. Disabilità GE PRA',RIA,Liguria
PRESIDIO CRI - Comitato Vallescrivia ODV,STS,Liguria
PRESIDIO PRIMO LEVI,STS,Liguria
PRESIDIO RIABILITATIVO  MONS,RIA,Liguria
Quarto,STS,Liguria
REGIONE LIGURIA - FIESCHI,STS,Liguria
RESIDENZA AVE MARIA/RESIDENZA BOCCADASSE - COVID,STS,Liguria
Residenza Disabili VILLA PERLA,RIA,Liguria
RFI FS HUB VACCINALE GE COVID,STS,Liguria
RICOVERO S. GIUSEPPE - COVID,STS,Liguria
Rinascita Vita-Villa Bracelli,RIA,Liguria
RP Casa di Riposo Boetto Covid,STS,Liguria
RP DOTT. ZUNINO - COVID,STS,Liguria
RP IMMACOLATINE QUINTO - COVID,STS,Liguria
RSA CAMPO LIGURE - COVID,STS,Liguria
RSA CASTELLETTO - COVID,STS,Liguria
RSA DORIA - Covid,STS,Liguria
RSA GALLIERA - COVID,STS,Liguria
RSA LA BENEDETTA COVID,STS,Liguria
RSA NUCLEO ALZHEIMER ROSSIGLIONE - COVID,STS,Liguria
RSA RESIDENZA SERENA,STS,Liguria
RSA S. BENEDETTO - DON ORIONE - IST. PAVERANO - COVID,STS,Liguria
RSA SAN FRANCESCO DI RECCO - COVID,STS,Liguria
RSA VILLA MARTA DI BETANIA,STS,Liguria
RSA VILLA SAN PIETRO - COVID,STS,Liguria
SACRA FAMIGLIA MONS. POGLIANI,RIA,Liguria
SALONE NAUTICO HUB VACC COVID,STS,Liguria
SAN GIUSEPPE DI BOCCADASSE - COVID,STS,Liguria
SEDE CONFCOMMERCIO,STS,Liguria
SERVIZI MEDICI HESPERIA,RIA,Liguria
Servizio Riab. AISM Liguria,RIA,Liguria
SITO DI VACCINAZIONE COVID-19 ALBENGA,STS,Liguria
SITO DI VACCINAZIONE COVID-19 ARNASCO,STS,Liguria
SITO DI VACCINAZIONE COVID-19 BALESTRINO,STS,Liguria
SITO DI VACCINAZIONE COVID-19 CAIRO,STS,Liguria
SITO DI VACCINAZIONE COVID-19 CALIZZANO,STS,Liguria
SITO DI VACCINAZIONE COVID-19 FINALE L.,STS,Liguria
SITO DI VACCINAZIONE COVID-19 MILLESIMO,STS,Liguria
SITO DI VACCINAZIONE COVID-19 MMG ALBENGA,STS,Liguria
SITO DI VACCINAZIONE COVID-19 MMG BORGHETTO SS,STS,Liguria
SITO DI VACCINAZIONE COVID-19 MMG SV,STS,Liguria
SITO DI VACCINAZIONE COVID-19 SASSELLO,STS,Liguria
SITO DI VACCINAZIONE COVID-19 SPOTORNO,STS,Liguria
SITO DI VACCINAZIONE COVID-19 SV-1,STS,Liguria
SITO DI VACCINAZIONE COVID-19 SV-2,STS,Liguria
SITO DI VACCINAZIONE COVID-19 VARAZZE,STS,Liguria
Stanza vaccinale domiciliare presso D.S.S. 10 POLIAMBULATORI VIA BONGHI,STS,Liguria
STANZA VACCINALE DOMICILIARE PRESSO D.S.S. 11 AMBULATORI VIA ASSAROTTI,STS,Liguria
STANZA VACCINALE DOMICILIARE PRESSO D.S.S. 12 AMBULATORI VIA ARCHIMEDE,STS,Liguria
stanza vaccinale domiciliare presso D.S.S. 8 - AMBULATORIO CAMOZZINI,STS,Liguria
STANZA VACCINALE DOMICILIARE PRESSO D.S.S. 9 POLIAMBULATORI FIUMARA,STS,Liguria
STANZA VACCINALE DOMICILIARE PRESSO DSS 13 - CASA DELLA SALUTE QUARTO,STS,Liguria
SUORE MINIME DI MARASSI - COVID,STS,Liguria
TAGGIA  - VACCINAZIONE COVID DRIVE THROUGH,STS,Liguria
TAGGIA - NUOVA STAZIONE FERROVIARIA,STS,Liguria
Ufficio Sanità Marittima USMAF-SASN LIGURIA,STS,Liguria
USCIO Palestra Comunale ambulatori allestiti sotto piazza della Resistenza,STS,Liguria
VILLA BOMBRINI,STS,Liguria
VILLA DELLE ROSE GENOVA - COVID,STS,Liguria
VILLA DELLE ROSE SORI - COVID,STS,Liguria
VILLA MADDALENA,RIA,Liguria
VILLA MARIA TERESA,RIA,Liguria
VILLA PAGANI CARANI CRESS,RIA,Liguria
VILLA SANTA MARIA IN BETHLEM,RIA,Liguria
VILLAGGIO DEL RAG.-B.ACQUARONE,RIA,Liguria
A.I.A.S. - MILANO,RIA,Lombardia
A.I.A.S. - MONZA,RIA,Lombardia
A.S.P. IST.ASSIST.E CURA S.MAR,RIA,Lombardia
AIAS,RIA,Lombardia
AIAS,RIA,Lombardia
AMBROSIANA MEDICAL CENTER - MI,RIA,Lombardia
ASS.LA NOSTRA FAMIGLIA-LECCO,RIA,Lombardia
C.RIAB.LA PRATERIA-PADERNO D.,RIA,Lombardia
C.RIED.MOT.NS.FAM.-P.TE LAMBRO,RIA,Lombardia
CASA DI CURA E RIABILITAZIONE,RIA,Lombardia
CDC IL MELOGRANO,RIA,Lombardia
CENTRO A.I.R.R.I- MILANO,RIA,Lombardia
CENTRO DI RIABIL. S.VINCENZO -,RIA,Lombardia
"CENTRO DI RIABILITAZIONE "" E. ",RIA,Lombardia
CENTRO DON ORIONE - BERGAMO,RIA,Lombardia
CENTRO RADIOLOGIA E FISIOTERAP,RIA,Lombardia
COOP. SOC. STUDIO RIPAMONTI -,RIA,Lombardia
COOP. SOCIALE RIEDUCAZIONE - M,RIA,Lombardia
CREMONA SOLIDALE - CREMONA,RIA,Lombardia
DON GNOCCHI CENTRO GIROLA,RIA,Lombardia
FOND. BENEFATTORI CREMASCHI ON,RIA,Lombardia
FOND. ISTIT. VISMARA-S.BASSANO,RIA,Lombardia
FOND. MADONNA  DEL CORLO ONLUS,RIA,Lombardia
FOND. OSP. G.ARAGONA-S.GIOVANN,RIA,Lombardia
FOND.DON GNOCCHI-INVERIGO,RIA,Lombardia
FOND.IST.E.GERMANI-CINGIA DE'B,RIA,Lombardia
FOND.OSP.CASA DI RIPOSO NOB. P,RIA,Lombardia
FOND.OSP.CASA DI RIPOSO NOB.P.,RIA,Lombardia
FONDAZ.IST.SACRA FAMIGLIA-CESA,RIA,Lombardia
FONDAZIONE DON CARLO GNOCCHI,RIA,Lombardia
FONDAZIONE DON CARLO GNOCCHI -,RIA,Lombardia
FONDAZIONE DON CARLO GNOCCHI O,RIA,Lombardia
FONDAZIONE DON CARLO GNOCCHI O,RIA,Lombardia
FONDAZIONE DON CARLO GNOCCHI-C,RIA,Lombardia
FONDAZIONE G.BRUNENGHI ONLUS-C,RIA,Lombardia
FONDAZIONE MONS. ARRIGO MAZZAL,RIA,Lombardia
FONDAZIONE OSP.CAIMI -VAILATE,RIA,Lombardia
FONDAZIONE OSPEDALE CIVILE DI,RIA,Lombardia
IDR VALSASINO,RIA,Lombardia
IL DOSSO VERDE - MILANO,RIA,Lombardia
IST. LA NOSTRA FAMIGLIA - VEDA,RIA,Lombardia
IST. NOSTRA FAMIGLIA - CASTIGL,RIA,Lombardia
IST.FOND.DON GNOCCHI-GODIASCO,RIA,Lombardia
IST.GER.GOLGI-ABBIATEGRASSO,RIA,Lombardia
IST.GER.O.P.COLLEONI-BELDOSSO,RIA,Lombardia
IST.GERIAT.P.REDAELLI-VIMODRON,RIA,Lombardia
IST.GERIATRICO REDAELLI - MILA,RIA,Lombardia
IST.LA NS.FAM.-BOSISIO PARINI,RIA,Lombardia
IST.LA NS.FAMIGLIA-MAND.LARIO,RIA,Lombardia
IST.LA SACRA FAMIGLIA-PERLEDO,RIA,Lombardia
"ISTITUTO ""ANGELO CUSTODE""- PRE",RIA,Lombardia
ISTITUTO A.I.A.S. - BUSTO ARSI,RIA,Lombardia
ISTITUTO A.N.F.A.S. - MILANO,RIA,Lombardia
ISTITUTO DI RIABILITAZIONE CAS,RIA,Lombardia
ISTITUTO DON GNOCCHI-PESSANO,RIA,Lombardia
ISTITUTO DON LUIGI PALAZZOLO -,RIA,Lombardia
ISTITUTO DOSSO VERDE-PAVIA,RIA,Lombardia
ISTITUTO G.FRISIA-MERATE,RIA,Lombardia
ISTITUTO LA SACRA FAMIGLIA,RIA,Lombardia
ISTITUTO OPERA PIA ROTA - ALME,RIA,Lombardia
ISTITUTO OSPEDALIERO-SOSPIRO,RIA,Lombardia
LA NOSTRA FAMIGLIA - CARATE BR,RIA,Lombardia
LA NOSTRA FAMIGLIA - CISLAGO,RIA,Lombardia
LA NOSTRA FAMIGLIA - COMO,RIA,Lombardia
LA NOSTRA FAMIGLIA - SESTO S.G,RIA,Lombardia
LUOGO PIO OSP. RAIMONDI-GORLA,RIA,Lombardia
OO.PP.ANNESSE - BERGAMO,RIA,Lombardia
PIA CASA DI RIPOSO CARDINAL C.,RIA,Lombardia
PIA FOND.VAL CAMONICA-MALEGNO,RIA,Lombardia
PICCOLO COTTOLENGO DON ORIONE,RIA,Lombardia
PIO ALBERGO TRIVULZIO - MILANO,RIA,Lombardia
PRO JUVENTUTE DON GNOCCHI,RIA,Lombardia
SERV. RIABILITAZIONE TERRITORI,RIA,Lombardia
UNITA¿ GERIATRICA RIABLITATIVA,RIA,Lombardia
VICARDIAL - ISTITUTO MEDICO RI,RIA,Lombardia
VILLA AL LAGO S.R.L.,RIA,Lombardia
Centro Vaccinale - Matelica,STS,Marche
Centro Vaccinale c/o centro sportivo multifunzionale - Camerino,STS,Marche
Centro Vaccinale c/o Croce Azzurra - Porto San Giorgio,STS,Marche
Centro Vaccinale c/o distretto - Montegranaro,STS,Marche
Centro Vaccinale c/o distretto sanitario - Petritoli,STS,Marche
Centro Vaccinale c/o ex scuola elementare - Amandola,STS,Marche
Centro Vaccinale c/o Iper Rossini - Pesaro,STS,Marche
Centro Vaccinale c/o nuova palestra Fermi - Fabriano,STS,Marche
Centro Vaccinale c/o ospedale - Amandola,STS,Marche
Centro Vaccinale c/o PalaPrometeo - Ancona,STS,Marche
Centro Vaccinale c/o Palazzetto dello sport - Ascoli Piceno,STS,Marche
Centro Vaccinale c/o Palazzetto dello sport - Gradara,STS,Marche
Centro Vaccinale c/o Palazzetto dello sport - Porto Sant'Elpidio,STS,Marche
Centro Vaccinale c/o palestra comunale - Falerone,STS,Marche
Centro Vaccinale c/o palestre Zannoni - Jesi,STS,Marche
Centro Vaccinale c/o Sala Italia - San Severino Marche,STS,Marche
Centro Vaccinale c/o Scuola Mancini - Fermo,STS,Marche
Centro Vaccinale c/o Vigili del Fuoco - Senigallia,STS,Marche
Centro Vaccinale Civitanova Marche,STS,Marche
Centro Vaccinale Macerata,STS,Marche
Centro Vaccinale p/o bocciodromo - Urbino,STS,Marche
Centro Vaccinale p/o cetro ortofrutticolo - Fano,STS,Marche
Centro Vaccinale p/o Palazzetto dello sport - San Benedetto del Tronto,STS,Marche
DT01 CAR ETA' EVOLUTIVA PESARO,RIA,Marche
DT05 POLIAMBULATORIO CARLO URBANI,STS,Marche
DT08 AMBULATORI H CIVITANOVA,STS,Marche
DT09 OSP. MACERATA,STS,Marche
DT09 TERME DI SAN GIACOMO - SARNANO,STS,Marche
DT09 TERME DI SANTA LUCIA - TOLENTINO,STS,Marche
DT10 PRES. OSP. CAMERINO,STS,Marche
DT12 OSPEDALE- AMBULATORI DIVISIONA,STS,Marche
DT13 CENTRO SPORT LIFE,RIA,Marche
DT13 POLIAMB. DI ASCOLI PICENO,STS,Marche
DT13 POLIAMBULATORIO OSPEDALE MAZZONI,STS,Marche
OSPEDALE SAN SALVATORE - PESARO,STS,Marche
OSPEDALE SANTA CROCE - FANO,STS,Marche
PRESIDIO OSPEDALIERO UMBERTO I,STS,Marche
ZT01 RIAB. INTENS. 'GALANTARA',RIA,Marche
ZT02 ISTITUTO RIAB. S. STEFANO,RIA,Marche
ZT03 FONDAZIONE DON GNOCCHI,RIA,Marche
ZT05 CENTRO AMB RIABILIT MURRI,RIA,Marche
ZT05 CENTRO AMB S.STEFANO FILO,RIA,Marche
ZT06 CENTRO AMB. S.STEFANO,RIA,Marche
ZT06 COMUNITA LA BUONA NOVELLA,RIA,Marche
ZT07 ABITARE IL TEMPO - LORETO,RIA,Marche
ZT07 FONDAZIONE DON GNOCCHI,RIA,Marche
ZT07 IST RIAB VILLA ADRIA,RIA,Marche
ZT07 LEGA DEL FILO D'ORO ONLUS,RIA,Marche
ZT07RESIDENZA DORICA S.STEFANO,RIA,Marche
ZT08 ISTITUTO PAOLO RICCI,RIA,Marche
ZT08 RIAB S.STEFANO CIVIT EX26,RIA,Marche
ZT08 RIABILITAZIONE S.STEFANO,RIA,Marche
ZT08 VILLAGGIO DELLE GINESTRE,RIA,Marche
ZT09 CENT. AMB SSTEF -MACERATA,RIA,Marche
ZT09 CENTRO AMB SSTEF TOLENTIN,RIA,Marche
ZT10 CENTRO AMB S. STEFANO CAM,RIA,Marche
ZT10 CENTRO AMB S. STEFANO MAT,RIA,Marche
ZT11 CENTRO RIAB. MONTESSORI,RIA,Marche
ZT11 COMUNITA' CAPODARCO FERMO,RIA,Marche
ZT11 COMUNITA' CAPODARCO FERMO,RIA,Marche
ZT11 ISTITUTO MANCINELLI,RIA,Marche
ZT12 CENTRO AMB S.STEFANO,RIA,Marche
ZT13 IST.RIA. S.STEFANO ASCOLI,RIA,Marche
C. DI RIAB. MOLISANI s.r.l.,RIA,Molise
C. DI RIAB. MOLISANI s.r.l.-,RIA,Molise
C. DI RIAB.MOLISANI s.r.l.,RIA,Molise
C. RIAB. S. STEF.A.R.-TERMOLI,RIA,Molise
CARSIC S.r.l.,RIA,Molise
CASA DELLA SALUTE IS EX ART.26,RIA,Molise
CASA SALUTE LARINO - EX ART.26,RIA,Molise
CENTRO FISIOTER - TERMOLI -,RIA,Molise
Centro Paola Pavone,RIA,Molise
CENTRO SAN STEF.AR(ABANO TERM),RIA,Molise
DOMENICO  FRANCESCO POTITO srl,RIA,Molise
FISIOMEDICA LORETANA S.R.L.,RIA,Molise
FONDAZ. PADRE A. MILENO ONLUS,RIA,Molise
FONDAZ. PADRE A. MILENO ONLUS-,RIA,Molise
IST. MOLISANO DI RIABILITAZ.,RIA,Molise
L'INCONTRO SRL,RIA,Molise
LOGOPEDIA NIRO U.EC. S.A.S.,RIA,Molise
RIABILIS,RIA,Molise
Accademia Cusanus - vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa Culturale Campo Tures - vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa Culturale Rasun di Sopra - vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa dei Congressi Valdaora - vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
"Casa della Cultura ""Karl Schönherr"" - vaccinazioni Covid",STS,Provincia Autonoma Bolzano / Bozen
Casa della cultura di La Villa - vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa della Cultura Malles - vaccinazioni COVID,STS,Provincia Autonoma Bolzano / Bozen
Casa delle associazioni Cadipietra - vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa ex Tribunale di Brunico - vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa Michael Pacher - vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa Paul Troger - vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Casa Raiffeisen - vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Centro oratorio Don Bosco - vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Centro Scolastico J. Gasser - Centro Vaccinazione Covid,STS,Provincia Autonoma Bolzano / Bozen
Distretto Alta Val Venosta,STS,Provincia Autonoma Bolzano / Bozen
Distretto di LANA,STS,Provincia Autonoma Bolzano / Bozen
Distretto di Merano,STS,Provincia Autonoma Bolzano / Bozen
Distretto di Naturno,STS,Provincia Autonoma Bolzano / Bozen
Distretto Media Val Venosta,STS,Provincia Autonoma Bolzano / Bozen
Distretto sanitario Alta Pusteria,STS,Provincia Autonoma Bolzano / Bozen
Distretto sanitario Val Badia,STS,Provincia Autonoma Bolzano / Bozen
Distretto sanitario Valle di Tures - Aurina,STS,Provincia Autonoma Bolzano / Bozen
DISTRETTO SANITARIO-BASSA ATESINA,STS,Provincia Autonoma Bolzano / Bozen
DISTRETTO SANITARIO-OLTRADIGE,STS,Provincia Autonoma Bolzano / Bozen
Distretto Val Passiria,STS,Provincia Autonoma Bolzano / Bozen
Ex-Despar Vipiteno - vaccinazioni covid,STS,Provincia Autonoma Bolzano / Bozen
FIERA DI BOLZANO - Vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
'Kurhaus' MERANO - vaccinazioni COVID,STS,Provincia Autonoma Bolzano / Bozen
Regg.Log. 'JULIA'- vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
Salus Center,RIA,Provincia Autonoma Bolzano / Bozen
Teatro comunale Vipiteno - vaccinazioni Covid,STS,Provincia Autonoma Bolzano / Bozen
AEROPORTO DI CASELLE VACCINAZI,STS,Piemonte
AMBULATORIO DI PRAGELATO,STS,Piemonte
AMBULATORIO VACCINAZIONI COVID,STS,Piemonte
ASS. CENTRI V.C.O. DOMODOSSOLA,RIA,Piemonte
ASS. CENTRI V.C.O. GRAVELLONA,RIA,Piemonte
ATTIVAZIONE AMBULATORIO VACCIN,STS,Piemonte
ATTIVAZIONE SEDE PER AMBULATOR,STS,Piemonte
ATTIVITA' DISTRETTUALE - DISTR,STS,Piemonte
ATTIVITA' DISTRETTUALE - DISTR,STS,Piemonte
ATTIVITA' DISTRETTUALE - DISTR,STS,Piemonte
ATTIVITA' DISTRETTUALE - DISTR,STS,Piemonte
C.A. GIBI ANTEO,STS,Piemonte
C.D. DIPENDENZE LA SVOLTA,STS,Piemonte
C.V. PEDIATRI LIBERA SCELTA -,STS,Piemonte
CASA CIRCONDARIALE ALESSANDRIA,STS,Piemonte
CASA CIRCONDARIALE DI VERBANIA,STS,Piemonte
CASA MADRE MAZZARELLO,STS,Piemonte
CASA PRATOVERDE ANTEO,STS,Piemonte
"CASA RECLUSIONE ALESSANDRIA ""S",STS,Piemonte
CASA XENIA PSICH.,STS,Piemonte
CD COSSATO ANTEO,STS,Piemonte
"CENTRO ""PAOLO VI""             ",RIA,Piemonte
CENTRO COMMERCIALE LINGOTTO -,STS,Piemonte
CENTRO DI RIABIL. FERRERO,RIA,Piemonte
CENTRO DIURNO BIELLA ANTEO,STS,Piemonte
CENTRO EVENTI MULTIFUNZIONALE,STS,Piemonte
CENTRO FIERISTICO MUSEO DEI CA,STS,Piemonte
CENTRO POLIFUNZIONALE PIU' SPO,STS,Piemonte
CENTRO POLIVALENTE COVID - PRA,STS,Piemonte
CENTRO SPORTIVO BUSSOLINO SPOR,STS,Piemonte
CENTRO SPORTIVO GIACOMO GAIGLI,STS,Piemonte
"CENTRO VACCINALE ""IL BOWLING"" ",STS,Piemonte
"CENTRO VACCINALE ""IL GLOBO""   ",STS,Piemonte
CENTRO VACCINALE BANCA SELLA,STS,Piemonte
CENTRO VACCINALE CASTELLAZZO S,STS,Piemonte
CENTRO VACCINALE COVID-19 - BO,STS,Piemonte
CENTRO VACCINALE COVID-19 - CE,STS,Piemonte
CENTRO VACCINALE COVID19 - GOZ,STS,Piemonte
CENTRO VACCINALE COVID-19 - OR,STS,Piemonte
CENTRO VACCINALE COVID-19 - PA,STS,Piemonte
CENTRO VACCINALE COVID19 - VAR,STS,Piemonte
CENTRO VACCINALE COVID19 EX CA,STS,Piemonte
CENTRO VACCINALE COVID19 IPAZI,STS,Piemonte
CENTRO VACCINALE COVID19 MMG A,STS,Piemonte
CENTRO VACCINALE COVID19 PALA,STS,Piemonte
CENTRO VACCINALE COVID19 PALAF,STS,Piemonte
CENTRO VACCINALE COVID19 SALON,STS,Piemonte
CENTRO VACCINALE CUS TORINO,STS,Piemonte
CENTRO VACCINALE FARMACIE,STS,Piemonte
CENTRO VACCINALE GA DSM NORD,STS,Piemonte
CENTRO VACCINALE GA DSM SUD,STS,Piemonte
CENTRO VACCINALE MMG,STS,Piemonte
CENTRO VACCINALE MUNICIPIO DI,STS,Piemonte
CENTRO VACCINALE SALONE STERNA,STS,Piemonte
CENTRO VACCINALE TEATRO CIVICO,STS,Piemonte
CENTRO VACCINAZIONE COVID CAND,STS,Piemonte
CENTRO VACCINAZIONI COVID-19 P,STS,Piemonte
CENTROMEDICIINSIEME,STS,Piemonte
CROCE ROSSA ITALIANA CENTRO FE,STS,Piemonte
CV CENTRO DIURNO VILLA MARAZZA,STS,Piemonte
CV CENTRO FIERE CARESANABLOT,STS,Piemonte
CV COVID19 - MMG BIANDRATE,STS,Piemonte
CV COVID19 - MMG OLEGGIO,STS,Piemonte
CV DISABILI C.I.S.A. OVEST TIC,STS,Piemonte
CV DISABILI COMUNE ARONA,STS,Piemonte
CV DISABILI COMUNE NOVARA,STS,Piemonte
DIPARTIMENTO PREVENZIONE SISP,STS,Piemonte
DOMUS LAETITIAE SOC. COOP.SOCI,RIA,Piemonte
DRIVE THROUGH_LE GRU DI GRUGLI,STS,Piemonte
DRIVE THROUGH_PARCHEGGIO AVIGL,STS,Piemonte
DRIVE THROUGH_PARCHEGGIO CONSE,STS,Piemonte
DRIVE THROUGH_PIAZZETTA PEANO,STS,Piemonte
EX COMUNITA' MONTANA MONTE ROS,STS,Piemonte
G. A. PONDERANO,STS,Piemonte
G. A. VERNATO BIELLA,STS,Piemonte
G.A. FACCENDA ANTEO,STS,Piemonte
G.A.I. I CEDRI,STS,Piemonte
GA VILLA MARGHERITA ANTEO,STS,Piemonte
"GIOVANNI XXIII SRL ""CENTRO DON",RIA,Piemonte
HUB NUVOLA LAVAZZA,STS,Piemonte
IL MARGINE CASCINA CASTAGNETO,STS,Piemonte
ISTITUTO SACRA FAMIGLIA,RIA,Piemonte
J MEDICAL CENTRO VACCINALE,STS,Piemonte
KONGRESSHAUS,STS,Piemonte
PALALANCIA CHIVASSO SOMMINISTR,STS,Piemonte
POLIVALENTE COSSATO - MERCATO,STS,Piemonte
POLO LOGISTICO PROTEZIONE CIVI,STS,Piemonte
PRIVATA_CASTELLO DI RIVOLI,STS,Piemonte
PUNTO VACCINALE BIAGINI CASTIG,STS,Piemonte
PUNTO VACCINALE C/O CASA DI CU,STS,Piemonte
PUNTO VACCINALE CARIGNANO VIA,STS,Piemonte
PUNTO VACCINALE CARMAGNOLA ANT,STS,Piemonte
PUNTO VACCINALE CENTRO INCONTR,STS,Piemonte
PUNTO VACCINALE CHIERI SALA CO,STS,Piemonte
PUNTO VACCINALE COVID _ALLIANZ,STS,Piemonte
PUNTO VACCINALE MMG ASL AL,STS,Piemonte
PUNTO VACCINALE MONCALIERI FOR,STS,Piemonte
PUNTO VACCINALE MONCALIERI STR,STS,Piemonte
PUNTO VACCINALE NICHELINO VIA,STS,Piemonte
PUNTO VACCINALE STRUTTURE RESI,STS,Piemonte
PUNTO VACCINALE VIA FARINI - V,STS,Piemonte
PUNTO VACCINALE VIA MICHELANGE,STS,Piemonte
PUNTO VACCINALE VIA SAN ROCCO,STS,Piemonte
PUNTO VACCINALE VIA SESONE - B,STS,Piemonte
PUNTO VACCINALE VINOVO P.ZA 2,STS,Piemonte
PUNTO VACCINALE VINOVO TETTI R,STS,Piemonte
PVT CASTELNUOVO DON BOSCO,STS,Piemonte
PVT CHIERI PALAVACCINI,STS,Piemonte
REALE HUB CV 19,STS,Piemonte
SCUOLA MEDIA INNOCENZO IX - BA,STS,Piemonte
SCUOLA NAZIONALE FEDERALE DI E,STS,Piemonte
SEDE BIVERBANCA BIELLA,STS,Piemonte
UNI.TO RETTORATO PUNTO VACCINA,STS,Piemonte
UNIONE MONTANA VALLI DELL'OSSO,STS,Piemonte
VACCINI COVID - DISTRETTO NORD,STS,Piemonte
VACCINI COVID - DISTRETTO SUD-,STS,Piemonte
VACCINI COVID - DISTRETTO SUD-,STS,Piemonte
VACCINI COVID - DISTRETTO SUD-,STS,Piemonte
VACCINI COVID DISTRETTO NORD-O,STS,Piemonte
VACCINI COVID DISTRETTO NORD-O,STS,Piemonte
VACCINI COVID DISTRETTO NORD-O,STS,Piemonte
VACCINI COVID DISTRETTO NORD-O,STS,Piemonte
VACCINI COVID POPOLAZIONE - SI,STS,Piemonte
VACCINI COVID POPOLAZIONE - SI,STS,Piemonte
VACCINI COVID POPOLAZIONE - SI,STS,Piemonte
VACCINI COVID POPOLAZIONE - SI,STS,Piemonte
VACCINI COVID POPOLAZIONE - SI,STS,Piemonte
VACCINI COVID SISP - SAVIGLIAN,STS,Piemonte
VILLA AGLIETTA ANTEO,STS,Piemonte
AMB. AUDIOL. FONIATR. LECCE,RIA,Puglia
AMBULATORIO GALATINA,RIA,Puglia
AMBULATORIO GALLIPOLI,RIA,Puglia
AMBULATORIO MARTANO,RIA,Puglia
"AMBULATORIO MEDICO MOBILE ""CAMPER"" targato GF084EW",STS,Puglia
AMBULATORIO NARDO',RIA,Puglia
AMBULATORIO POGGIARDO,RIA,Puglia
AMBULATORIO RIAB- GAGLIANO,RIA,Puglia
AMBULATORIO RIAB. CAMPI SAL.,RIA,Puglia
AMBULATORIO SUPERSANO,RIA,Puglia
AMBULATORIO TREPUZZI,RIA,Puglia
APS ANGELA MARIA SGOBBA,STS,Puglia
"ASSOCIAZ. ""LA NOSTRA FAMIGLIA""",RIA,Puglia
"ASSOCIAZ. ""LA NOSTRA FAMIGLIA""",RIA,Puglia
C.R. ACQUAVIVA DELLE FONTI,RIA,Puglia
C.R. POLIGNANO A MARE,RIA,Puglia
CAPANNONE COMPLESSO EX ACAIT TRICASE,STS,Puglia
CAR UNICO,RIA,Puglia
CASA CIRCONDARIALE LECCE,STS,Puglia
CASA DI CURA' L. DE LUCA2 SRL,RIA,Puglia
